Word,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
gene,0.022727272727272728,0.008888888888888889,0.007159904534606206,0.00631578947368421,0.017521902377972465,0.009708737864077669,0.012127894156560088,0.004997501249375313,0.008288639687957094,0.008586147681740127,0.009871668311944718,0.006876583423814694,0.006792452830188679,0.008542713567839196,0.0070191857744501636,0.006068779501011463,0.015030530765617662,0.00672107537205953,0.007329842931937173,0.0053734551316496505,0.0038324664659184233,0.00490337467551197,0.0030513176144244107,0.0034762456546929316,0.0026246719160104987,0.00712719298245614
disease,0.0,0.0026666666666666666,0.006364359586316627,0.004210526315789474,0.009386733416770964,0.0074682598954443615,0.006063947078280044,0.0074962518740629685,0.0078010726474890294,0.010875787063537493,0.005429417571569595,0.006514657980456026,0.005283018867924529,0.006030150753768844,0.004679457182966776,0.004720161834120027,0.004697040864255519,0.00528084493518963,0.008900523560209424,0.005910800644814616,0.004106214070626882,0.004038073262186328,0.00332871012482663,0.006952491309385863,0.009186351706036745,0.014802631578947368
genomewide,0.0,0.0017777777777777779,0.0015910898965791568,0.00631578947368421,0.004380475594493116,0.005227781926811053,0.004961411245865491,0.004497751124437781,0.006825938566552901,0.014882655981682884,0.012833168805528134,0.013391241404270721,0.013962264150943397,0.009045226130653266,0.010294805802526907,0.012811867835468645,0.0004697040864255519,0.00816130580892943,0.008376963350785341,0.00967221923696937,0.0,0.00028843380444188056,0.0,0.006952491309385863,0.003937007874015748,0.0043859649122807015
variants,0.0,0.0,0.0,0.0,0.0006257822277847309,0.0007468259895444362,0.0011025358324145535,0.0009995002498750624,0.0014627011214041932,0.0028620492272467086,0.003948667324777887,0.010133912414042706,0.009056603773584906,0.010552763819095477,0.010294805802526907,0.006068779501011463,0.011742602160638797,0.007681228996639462,0.0062827225130890054,0.00967221923696937,0.002737476047084588,0.002884338044418806,0.0027739251040221915,0.006373117033603708,0.006124234470691163,0.0043859649122807015
methods,0.0,0.0035555555555555557,0.003977724741447892,0.014736842105263158,0.0031289111389236545,0.006721433905899925,0.0033076074972436605,0.006496751624187906,0.0019502681618722574,0.005151688609044075,0.004935834155972359,0.004705030763662686,0.006792452830188679,0.005527638190954774,0.003743565746373421,0.006068779501011463,0.0018788163457022077,0.004800768122899664,0.0010471204188481676,0.0053734551316496505,0.0008212428141253764,0.00490337467551197,0.00332871012482663,0.01216685979142526,0.01399825021872266,0.007675438596491228
traits,0.0,0.009777777777777778,0.0031821797931583136,0.00631578947368421,0.0025031289111389237,0.0074682598954443615,0.004961411245865491,0.004997501249375313,0.0048756704046806435,0.005724098454493417,0.003948667324777887,0.0025334781035106766,0.006792452830188679,0.002512562814070352,0.003743565746373421,0.006068779501011463,0.004227336777829967,0.009601536245799328,0.006806282722513089,0.006985491671144546,0.0024637284423761293,0.0023074704355350445,0.001941747572815534,0.005214368482039398,0.0074365704286964126,0.003289473684210526
genome,0.0,0.006222222222222222,0.003977724741447892,0.004210526315789474,0.0031289111389236545,0.00597460791635549,0.0016538037486218302,0.001999000499750125,0.005363237445148708,0.0034344590726960505,0.004442250740375123,0.004705030763662686,0.004905660377358491,0.0035175879396984926,0.002339728591483388,0.0026972353337828725,0.011272898074213245,0.0019203072491598655,0.0031413612565445027,0.0026867275658248252,0.006569942513003011,0.004614940871070089,0.007212205270457697,0.004055619930475087,0.0030621172353455816,0.0010964912280701754
effects,0.0,0.005333333333333333,0.007159904534606206,0.002105263157894737,0.004380475594493116,0.00597460791635549,0.0033076074972436605,0.0069965017491254375,0.0048756704046806435,0.0017172295363480253,0.004935834155972359,0.004343105320304018,0.004150943396226415,0.002512562814070352,0.003275620028076743,0.004720161834120027,0.0056364490371066224,0.006240998559769563,0.0036649214659685864,0.0032240730789897904,0.0016424856282507528,0.0017306028266512836,0.0027739251040221915,0.004634994206257242,0.005249343832020997,0.004934210526315789
genes,0.011363636363636364,0.009777777777777778,0.00477326968973747,0.002105263157894737,0.009386733416770964,0.004480955937266617,0.003858875413450937,0.00399800099950025,0.004388103364212579,0.005151688609044075,0.006416584402764067,0.002895403546869345,0.0030188679245283017,0.005025125628140704,0.004211511464670099,0.0006743088334457181,0.0056364490371066224,0.003360537686029765,0.0036649214659685864,0.004298764105319721,0.0021899808376676703,0.002019036631093164,0.001664355062413315,0.0034762456546929316,0.003937007874015748,0.0043859649122807015
based,0.0,0.0026666666666666666,0.00477326968973747,0.0,0.0018773466833541927,0.0022404779686333084,0.005512679162072767,0.005497251374312844,0.0048756704046806435,0.005724098454493417,0.0034550839091806516,0.003981179876945349,0.0033962264150943396,0.003015075376884422,0.0018717828731867104,0.004720161834120027,0.008924377642085486,0.003360537686029765,0.0020942408376963353,0.0021493820526598604,0.004106214070626882,0.0037496394577444477,0.0036061026352288486,0.004055619930475087,0.0030621172353455816,0.001644736842105263
population,0.0,0.0035555555555555557,0.003977724741447892,0.0,0.0025031289111389237,0.002987303958177745,0.006615214994487321,0.00399800099950025,0.005850804485616773,0.0028620492272467086,0.003948667324777887,0.004705030763662686,0.0037735849056603774,0.005527638190954774,0.003743565746373421,0.004045853000674309,0.007515265382808831,0.003360537686029765,0.004188481675392671,0.0032240730789897904,0.001368738023542294,0.0017306028266512836,0.001664355062413315,0.005214368482039398,0.0030621172353455816,0.004934210526315789
rare,0.0,0.0,0.0,0.0,0.0006257822277847309,0.0,0.0,0.0004997501249375312,0.0009751340809361287,0.0011448196908986834,0.0014807502467917078,0.003981179876945349,0.006415094339622641,0.010050251256281407,0.008890968647636874,0.008766014834794335,0.007984969469234382,0.010081613058089293,0.0036649214659685864,0.004298764105319721,0.003011223651793047,0.001442169022209403,0.0024965325936199723,0.0017381228273464658,0.004811898512685914,0.003837719298245614
interaction,0.0,0.005333333333333333,0.00477326968973747,0.010526315789473684,0.0031289111389236545,0.002987303958177745,0.0027563395810363835,0.0024987506246876563,0.0039005363237445147,0.0045792787635947334,0.004442250740375123,0.006514657980456026,0.007169811320754717,0.0035175879396984926,0.004679457182966776,0.0033715441672285905,0.005166744950681071,0.0028804608737397984,0.002617801047120419,0.0016120365394948952,0.001368738023542294,0.0017306028266512836,0.002219140083217753,0.0028968713789107765,0.0030621172353455816,0.0021929824561403508
results,0.0,0.006222222222222222,0.0,0.010526315789473684,0.0018773466833541927,0.0014936519790888724,0.0016538037486218302,0.0014992503748125937,0.0009751340809361287,0.0022896393817973667,0.006910167818361303,0.003257328990228013,0.006792452830188679,0.0005025125628140704,0.003743565746373421,0.0020229265003371545,0.0018788163457022077,0.0014402304368698992,0.0,0.0005373455131649651,0.0002737476047084588,0.004038073262186328,0.0027739251040221915,0.011587485515643106,0.01268591426071741,0.008223684210526315
novel,0.0,0.0,0.0007955449482895784,0.004210526315789474,0.0012515644555694619,0.0014936519790888724,0.0027563395810363835,0.0014992503748125937,0.0014627011214041932,0.0034344590726960505,0.0024679170779861796,0.0018096272167933405,0.0037735849056603774,0.005025125628140704,0.004211511464670099,0.0,0.0056364490371066224,0.00528084493518963,0.005235602094240838,0.005910800644814616,0.002737476047084588,0.0037496394577444477,0.0036061026352288486,0.004634994206257242,0.00699912510936133,0.0043859649122807015
complex,0.022727272727272728,0.005333333333333333,0.007159904534606206,0.004210526315789474,0.006257822277847309,0.005227781926811053,0.0033076074972436605,0.00399800099950025,0.0039005363237445147,0.0028620492272467086,0.003948667324777887,0.002895403546869345,0.0030188679245283017,0.005025125628140704,0.0014038371548900327,0.0026972353337828725,0.0056364490371066224,0.0043206913106096975,0.0020942408376963353,0.0037614185921547557,0.0021899808376676703,0.002019036631093164,0.001941747572815534,0.0017381228273464658,0.004811898512685914,0.0010964912280701754
loci,0.0,0.0044444444444444444,0.0031821797931583136,0.00631578947368421,0.0037546933667083854,0.004480955937266617,0.004410143329658214,0.0034982508745627187,0.004388103364212579,0.004006868918145392,0.0014807502467917078,0.003981179876945349,0.006415094339622641,0.002512562814070352,0.005147402901263453,0.004045853000674309,0.0028182245185533112,0.0019203072491598655,0.0020942408376963353,0.0037614185921547557,0.001368738023542294,0.0011537352177675222,0.001664355062413315,0.004634994206257242,0.003499562554680665,0.005482456140350877
family,0.0,0.0071111111111111115,0.005568814638027049,0.004210526315789474,0.006257822277847309,0.005227781926811053,0.004961411245865491,0.005997001499250375,0.004388103364212579,0.0034344590726960505,0.004935834155972359,0.004705030763662686,0.005660377358490566,0.004020100502512563,0.003743565746373421,0.004045853000674309,0.0028182245185533112,0.0019203072491598655,0.0015706806282722514,0.0032240730789897904,0.0021899808376676703,0.0011537352177675222,0.0008321775312066575,0.002317497103128621,0.0,0.0
interactions,0.0,0.0008888888888888889,0.0031821797931583136,0.002105263157894737,0.0050062578222778474,0.0022404779686333084,0.0011025358324145535,0.00399800099950025,0.0034129692832764505,0.0005724098454493417,0.005923000987166831,0.004343105320304018,0.005283018867924529,0.004522613065326633,0.005615348619560131,0.0033715441672285905,0.0028182245185533112,0.0043206913106096975,0.006806282722513089,0.0032240730789897904,0.002737476047084588,0.002019036631093164,0.001941747572815534,0.0011587485515643105,0.0021872265966754157,0.0005482456140350877
approach,0.011363636363636364,0.0017777777777777779,0.0031821797931583136,0.002105263157894737,0.004380475594493116,0.002987303958177745,0.0016538037486218302,0.0034982508745627187,0.004388103364212579,0.005724098454493417,0.004935834155972359,0.003981179876945349,0.004528301886792453,0.002512562814070352,0.004679457182966776,0.0020229265003371545,0.005166744950681071,0.003360537686029765,0.004188481675392671,0.0026867275658248252,0.0016424856282507528,0.002019036631093164,0.0011095700416088765,0.002317497103128621,0.0021872265966754157,0.001644736842105263
associated,0.011363636363636364,0.0008888888888888889,0.0007955449482895784,0.0,0.0025031289111389237,0.0014936519790888724,0.0027563395810363835,0.0034982508745627187,0.0048756704046806435,0.0028620492272467086,0.0014807502467917078,0.003981179876945349,0.004150943396226415,0.0020100502512562816,0.0014038371548900327,0.0013486176668914363,0.0061061531235321745,0.0028804608737397984,0.0062827225130890054,0.006448146157979581,0.0019162332329592116,0.003461205653302567,0.001664355062413315,0.0034762456546929316,0.0017497812773403325,0.005482456140350877
multiple,0.0,0.0008888888888888889,0.0031821797931583136,0.004210526315789474,0.004380475594493116,0.0014936519790888724,0.003858875413450937,0.0024987506246876563,0.0039005363237445147,0.006868918145392101,0.0029615004935834156,0.004343105320304018,0.0022641509433962265,0.002512562814070352,0.0070191857744501636,0.0033715441672285905,0.0032879286049788633,0.003360537686029765,0.006806282722513089,0.004836109618484685,0.001368738023542294,0.0023074704355350445,0.0005547850208044383,0.0028968713789107765,0.0004374453193350831,0.001644736842105263
model,0.0,0.0044444444444444444,0.002386634844868735,0.008421052631578947,0.0025031289111389237,0.0007468259895444362,0.002205071664829107,0.0029985007496251873,0.0048756704046806435,0.004006868918145392,0.0024679170779861796,0.0025334781035106766,0.0033962264150943396,0.003015075376884422,0.003275620028076743,0.0033715441672285905,0.004227336777829967,0.0028804608737397984,0.004188481675392671,0.006985491671144546,0.0010949904188338351,0.002019036631093164,0.002219140083217753,0.0034762456546929316,0.0026246719160104987,0.001644736842105263
testing,0.0,0.0044444444444444444,0.002386634844868735,0.0,0.0025031289111389237,0.002987303958177745,0.004410143329658214,0.004497751124437781,0.0039005363237445147,0.0011448196908986834,0.004442250740375123,0.003257328990228013,0.004905660377358491,0.005025125628140704,0.006083294337856809,0.004720161834120027,0.0009394081728511038,0.003360537686029765,0.004712041884816754,0.0026867275658248252,0.0005474952094169176,0.0011537352177675222,0.0011095700416088765,0.0017381228273464658,0.0017497812773403325,0.0010964912280701754
wide,0.0,0.0008888888888888889,0.0,0.0,0.0,0.0007468259895444362,0.0,0.0004997501249375312,0.0014627011214041932,0.0017172295363480253,0.0019743336623889436,0.003619254433586681,0.004905660377358491,0.002512562814070352,0.0014038371548900327,0.0,0.011742602160638797,0.0009601536245799327,0.0010471204188481676,0.0,0.006296194908294552,0.006345543697721373,0.006102635228848821,0.0017381228273464658,0.0004374453193350831,0.0
method,0.0,0.0035555555555555557,0.002386634844868735,0.0,0.0012515644555694619,0.0007468259895444362,0.002205071664829107,0.0024987506246876563,0.0029254022428083864,0.005724098454493417,0.005429417571569595,0.0014477017734346724,0.0018867924528301887,0.0020100502512562816,0.005147402901263453,0.0033715441672285905,0.0032879286049788633,0.004800768122899664,0.002617801047120419,0.0021493820526598604,0.0016424856282507528,0.001442169022209403,0.0011095700416088765,0.0034762456546929316,0.004374453193350831,0.0043859649122807015
test,0.0,0.0035555555555555557,0.003977724741447892,0.002105263157894737,0.0006257822277847309,0.0037341299477221808,0.004961411245865491,0.0024987506246876563,0.0048756704046806435,0.0034344590726960505,0.0029615004935834156,0.002895403546869345,0.0033962264150943396,0.004020100502512563,0.003743565746373421,0.0033715441672285905,0.0018788163457022077,0.003840614498319731,0.004188481675392671,0.0021493820526598604,0.0010949904188338351,0.001442169022209403,0.00027739251040221914,0.0017381228273464658,0.0030621172353455816,0.0005482456140350877
models,0.011363636363636364,0.0044444444444444444,0.00477326968973747,0.0,0.0031289111389236545,0.002987303958177745,0.0005512679162072767,0.004497751124437781,0.0019502681618722574,0.0022896393817973667,0.0029615004935834156,0.0014477017734346724,0.0033962264150943396,0.004020100502512563,0.004211511464670099,0.005394470667565745,0.0037576326914044154,0.005760921747479597,0.002617801047120419,0.0010746910263299302,0.0008212428141253764,0.0005768676088837611,0.001664355062413315,0.002317497103128621,0.0004374453193350831,0.0021929824561403508
quantitative,0.0,0.006222222222222222,0.005568814638027049,0.008421052631578947,0.0050062578222778474,0.006721433905899925,0.002205071664829107,0.004497751124437781,0.005850804485616773,0.0045792787635947334,0.0029615004935834156,0.002171552660152009,0.004905660377358491,0.003015075376884422,0.0028076743097800653,0.0013486176668914363,0.0,0.004800768122899664,0.0005235602094240838,0.0010746910263299302,0.0010949904188338351,0.0,0.0,0.0011587485515643105,0.0008748906386701663,0.0005482456140350877
sequencing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004935834155972359,0.0014477017734346724,0.0030188679245283017,0.004522613065326633,0.005615348619560131,0.008091706001348618,0.0061061531235321745,0.005760921747479597,0.005759162303664921,0.0032240730789897904,0.0019162332329592116,0.0011537352177675222,0.00332871012482663,0.0034762456546929316,0.003499562554680665,0.001644736842105263
power,0.0,0.0044444444444444444,0.008750994431185362,0.00631578947368421,0.0037546933667083854,0.0037341299477221808,0.002205071664829107,0.00399800099950025,0.0039005363237445147,0.0022896393817973667,0.004442250740375123,0.002895403546869345,0.004150943396226415,0.002512562814070352,0.003275620028076743,0.0020229265003371545,0.0023485204321277596,0.0014402304368698992,0.0020942408376963353,0.0010746910263299302,0.001368738023542294,0.0005768676088837611,0.0005547850208044383,0.0011587485515643105,0.0008748906386701663,0.0010964912280701754
tests,0.011363636363636364,0.0035555555555555557,0.0007955449482895784,0.00631578947368421,0.0031289111389236545,0.0037341299477221808,0.0027563395810363835,0.0014992503748125937,0.0024378352023403218,0.0011448196908986834,0.004442250740375123,0.002171552660152009,0.004150943396226415,0.005527638190954774,0.004679457182966776,0.0020229265003371545,0.0023485204321277596,0.003360537686029765,0.002617801047120419,0.0026867275658248252,0.0010949904188338351,0.0011537352177675222,0.0013869625520110957,0.0017381228273464658,0.0004374453193350831,0.0
gwas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005724098454493417,0.0014807502467917078,0.003619254433586681,0.0060377358490566035,0.001507537688442211,0.002339728591483388,0.005394470667565745,0.0037576326914044154,0.0028804608737397984,0.0036649214659685864,0.0032240730789897904,0.003011223651793047,0.002019036631093164,0.0011095700416088765,0.0034762456546929316,0.004811898512685914,0.006030701754385965
mapping,0.011363636363636364,0.006222222222222222,0.006364359586316627,0.004210526315789474,0.004380475594493116,0.004480955937266617,0.006063947078280044,0.004997501249375313,0.005363237445148708,0.0028620492272467086,0.0014807502467917078,0.0014477017734346724,0.0015094339622641509,0.001507537688442211,0.004211511464670099,0.0,0.0032879286049788633,0.0009601536245799327,0.002617801047120419,0.0010746910263299302,0.0010949904188338351,0.001442169022209403,0.00027739251040221914,0.0005793742757821553,0.0013123359580052493,0.0010964912280701754
comparison,0.0,0.0026666666666666666,0.0007955449482895784,0.004210526315789474,0.0025031289111389237,0.00597460791635549,0.0033076074972436605,0.0034982508745627187,0.0039005363237445147,0.0028620492272467086,0.0009871668311944718,0.002895403546869345,0.0022641509433962265,0.004020100502512563,0.003275620028076743,0.0013486176668914363,0.0018788163457022077,0.00528084493518963,0.0015706806282722514,0.004836109618484685,0.0005474952094169176,0.0017306028266512836,0.0008321775312066575,0.002317497103128621,0.0013123359580052493,0.0
families,0.011363636363636364,0.0026666666666666666,0.002386634844868735,0.00631578947368421,0.005632040050062578,0.00597460791635549,0.0033076074972436605,0.004497751124437781,0.005363237445148708,0.004006868918145392,0.0034550839091806516,0.0014477017734346724,0.0033962264150943396,0.003015075376884422,0.0018717828731867104,0.0013486176668914363,0.0018788163457022077,0.0014402304368698992,0.002617801047120419,0.0032240730789897904,0.001368738023542294,0.0005768676088837611,0.00027739251040221914,0.0011587485515643105,0.0004374453193350831,0.0005482456140350877
phenotypes,0.0,0.0017777777777777779,0.0031821797931583136,0.004210526315789474,0.0037546933667083854,0.004480955937266617,0.0005512679162072767,0.00399800099950025,0.0024378352023403218,0.0011448196908986834,0.0019743336623889436,0.0010857763300760044,0.0007547169811320754,0.0035175879396984926,0.002339728591483388,0.0026972353337828725,0.0018788163457022077,0.003360537686029765,0.004188481675392671,0.004298764105319721,0.0016424856282507528,0.001442169022209403,0.00027739251040221914,0.004634994206257242,0.0026246719160104987,0.0027412280701754384
regression,0.0,0.0035555555555555557,0.003977724741447892,0.0,0.0018773466833541927,0.0037341299477221808,0.0033076074972436605,0.0004997501249375312,0.0029254022428083864,0.0017172295363480253,0.0019743336623889436,0.003257328990228013,0.004150943396226415,0.001507537688442211,0.003743565746373421,0.004720161834120027,0.0023485204321277596,0.0019203072491598655,0.0020942408376963353,0.0021493820526598604,0.0008212428141253764,0.001442169022209403,0.0013869625520110957,0.004055619930475087,0.0008748906386701663,0.0005482456140350877
type,0.011363636363636364,0.0017777777777777779,0.0031821797931583136,0.0,0.0037546933667083854,0.0007468259895444362,0.0033076074972436605,0.0024987506246876563,0.0029254022428083864,0.005724098454493417,0.0019743336623889436,0.0025334781035106766,0.0030188679245283017,0.0005025125628140704,0.002339728591483388,0.0026972353337828725,0.0018788163457022077,0.0019203072491598655,0.0031413612565445027,0.0026867275658248252,0.0010949904188338351,0.0008653014133256418,0.0013869625520110957,0.0005793742757821553,0.0013123359580052493,0.0043859649122807015
application,0.0,0.0017777777777777779,0.002386634844868735,0.0,0.0037546933667083854,0.0022404779686333084,0.002205071664829107,0.0009995002498750624,0.0029254022428083864,0.004006868918145392,0.0009871668311944718,0.0014477017734346724,0.0022641509433962265,0.004020100502512563,0.003275620028076743,0.0020229265003371545,0.0032879286049788633,0.003360537686029765,0.0020942408376963353,0.0026867275658248252,0.0010949904188338351,0.0008653014133256418,0.0013869625520110957,0.0028968713789107765,0.0013123359580052493,0.0021929824561403508
susceptibility,0.0,0.0035555555555555557,0.0015910898965791568,0.004210526315789474,0.004380475594493116,0.00597460791635549,0.0033076074972436605,0.0024987506246876563,0.0019502681618722574,0.0028620492272467086,0.0019743336623889436,0.002171552660152009,0.0030188679245283017,0.0020100502512562816,0.003743565746373421,0.0013486176668914363,0.0023485204321277596,0.0019203072491598655,0.0010471204188481676,0.0032240730789897904,0.0002737476047084588,0.001442169022209403,0.0011095700416088765,0.0017381228273464658,0.0008748906386701663,0.0010964912280701754
variant,0.0,0.0,0.0,0.0,0.0,0.0007468259895444362,0.0,0.0004997501249375312,0.0,0.0017172295363480253,0.0,0.0007238508867173362,0.0015094339622641509,0.005025125628140704,0.003743565746373421,0.006743088334457181,0.0032879286049788633,0.005760921747479597,0.005759162303664921,0.0026867275658248252,0.0010949904188338351,0.001442169022209403,0.002219140083217753,0.002317497103128621,0.0026246719160104987,0.003289473684210526
breast,0.0,0.0026666666666666666,0.0031821797931583136,0.004210526315789474,0.0012515644555694619,0.005227781926811053,0.002205071664829107,0.0029985007496251873,0.0024378352023403218,0.0011448196908986834,0.0004935834155972359,0.002895403546869345,0.0011320754716981133,0.0020100502512562816,0.0028076743097800653,0.0020229265003371545,0.0028182245185533112,0.0009601536245799327,0.0010471204188481676,0.0021493820526598604,0.001368738023542294,0.00028843380444188056,0.0030513176144244107,0.0028968713789107765,0.0030621172353455816,0.0005482456140350877
effect,0.0,0.0017777777777777779,0.003977724741447892,0.002105263157894737,0.0031289111389236545,0.0022404779686333084,0.004410143329658214,0.0034982508745627187,0.00048756704046806434,0.0034344590726960505,0.0024679170779861796,0.0010857763300760044,0.0018867924528301887,0.002512562814070352,0.0014038371548900327,0.0020229265003371545,0.0028182245185533112,0.003840614498319731,0.0020942408376963353,0.0037614185921547557,0.0008212428141253764,0.00028843380444188056,0.0011095700416088765,0.0011587485515643105,0.0017497812773403325,0.0010964912280701754
genotype,0.0,0.0017777777777777779,0.00477326968973747,0.0,0.0018773466833541927,0.002987303958177745,0.0033076074972436605,0.0009995002498750624,0.0029254022428083864,0.0034344590726960505,0.0024679170779861796,0.003257328990228013,0.0018867924528301887,0.003015075376884422,0.0028076743097800653,0.0013486176668914363,0.0037576326914044154,0.003360537686029765,0.0015706806282722514,0.0005373455131649651,0.0016424856282507528,0.0005768676088837611,0.0005547850208044383,0.0,0.0017497812773403325,0.0005482456140350877
trait,0.0,0.0026666666666666666,0.003977724741447892,0.004210526315789474,0.0031289111389236545,0.002987303958177745,0.0011025358324145535,0.005497251374312844,0.005850804485616773,0.0022896393817973667,0.0019743336623889436,0.0018096272167933405,0.0011320754716981133,0.001507537688442211,0.0014038371548900327,0.0013486176668914363,0.0014091122592766556,0.003360537686029765,0.0,0.0021493820526598604,0.0019162332329592116,0.0,0.0,0.0011587485515643105,0.0026246719160104987,0.0027412280701754384
mendelian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009995002498750624,0.0,0.0011448196908986834,0.0,0.0007238508867173362,0.0003773584905660377,0.0010050251256281408,0.0,0.0020229265003371545,0.0018788163457022077,0.0019203072491598655,0.0010471204188481676,0.0026867275658248252,0.0016424856282507528,0.001442169022209403,0.0027739251040221915,0.009849362688296639,0.010061242344706912,0.006030701754385965
diabetes,0.0,0.0017777777777777779,0.0031821797931583136,0.0,0.0025031289111389237,0.0,0.004410143329658214,0.0024987506246876563,0.0029254022428083864,0.0022896393817973667,0.0004935834155972359,0.0018096272167933405,0.0022641509433962265,0.0005025125628140704,0.0018717828731867104,0.0013486176668914363,0.0014091122592766556,0.0009601536245799327,0.0031413612565445027,0.0032240730789897904,0.0016424856282507528,0.0008653014133256418,0.0011095700416088765,0.0005793742757821553,0.0030621172353455816,0.0043859649122807015
