Word	Frequency	Overall Rank
genealogy	1	920
genebased	1	566
generalized	1	195
generate	1	1274
geneset	1	1274
genomesimla	1	1562
genotypephenotype	1	808
germline	1	300
giant	1	808
glioma	1	1274
glutathione	1	1562
gxe	1	652
head	1	920
healthy	1	418
hepatitis	1	652
hepatocellular	1	1274
heterogeneity	1	54
hierarchical	1	206
highdimensional	1	523
highly	1	523
hispanic	1	608
hypothesis	1	608
identification	1	93
illumina	1	719
impairment	1	1562
implementing	1	1562
improve	1	345
improved	1	213
imputed	1	446
increase	1	481
indian	1	608
individual	1	96
infection	1	224
influencing	1	300
insight	1	392
instability	1	1562
insulin	1	345
intake	1	920
integration	1	213
intensity	1	1562
interpreting	1	1072
investigate	1	418
involvement	1	1274
involving	1	1072
isolated	1	345
japanese	1	1274
joint	1	105
juvenile	1	1072
known	1	446
lasso	1	566
late	1	566
learned	1	1072
life	1	481
likelihoodbased	1	808
limitation	1	1072
linear	1	224
linked	1	218
lip	1	1562
lipid	1	369
lipoprotein	1	566
liver	1	481
lod	1	446
logistic	1	189
longevity	1	481
longitudinal	1	93
low	1	242
magnitude	1	1562
major	1	213
map	1	369
mass	1	224
massively	1	920
mean	1	1274
measured	1	566
measurement	1	392
metabolism	1	523
metabolizing	1	1274
methylated	1	1562
mhc	1	920
micrornas	1	1562
microsatellite	1	1562
mixture	1	446
mod	1	1072
modelbased	1	652
molecular	1	345
multiethnic	1	418
multigenerational	1	1274
multilocus	1	277
multinomial	1	1274
myoclonic	1	1562
natural	1	808
neck	1	1072
neonatal	1	1562
neoplasia	1	1072
nevus	1	1072
ng	1	1274
nhlbi	1	608
novo	1	1562
nuclear	1	345
odds	1	1072
onset	1	123
opensource	1	1562
optimal	1	345
optimize	1	1274
ordinal	1	1072
orthogonal	1	1072
palate	1	1274
parameter	1	446
parental	1	392
particulate	1	1562
penalized	1	392
penetrance	1	418
permutation	1	608
pharmacogenomic	1	1274
phenomewide	1	652
pleiotropic	1	300
post	1	1274
powerful	1	177
practical	1	920
predicting	1	256
prediction	1	43
predictive	1	277
predicts	1	920
primary	1	481
principal	1	345
prioritize	1	920
procedure	1	418
process	1	920
program	1	523
progression	1	652
property	1	608
protective	1	808
proteinprotein	1	1274
putative	1	652
pvalue	1	1274
qualitative	1	719
quality	1	300
quantifying	1	719
random	1	139
randomisation	1	566
randomization	1	59
rapid	1	719
rarevariant	1	920
ratio	1	277
realistic	1	1562
recent	1	808
receptor	1	256
recombination	1	566
reconstructing	1	1562
reduce	1	808
reference	1	326
regional	1	608
registry	1	719
regularized	1	808
relatedness	1	345
relationship	1	151
relative	1	189
renal	1	1072
repair	1	481
replication	1	213
resistance	1	523
resolving	1	1274
resource	1	523
response	1	177
review	1	652
rheumatoid	1	242
rule	1	1562
schizophrenia	1	231
search	1	224
searching	1	1562
secondary	1	446
segregation	1	171
selected	1	523
sequencebased	1	1072
sequential	1	345
sex	1	369
sexspecific	1	446
shared	1	177
sharing	1	199
sibpair	1	300
significant	1	523
six	1	1274
smoke	1	566
south	1	523
sparse	1	446
specific	1	256
spectrum	1	523
stochastic	1	566
stress	1	719
strong	1	369
structural	1	523
survival	1	159
system	1	345
systematic	1	392
taking	1	920
targeted	1	392
time	1	206
tion	1	1562
tnf	1	1274
tobacco	1	652
total	1	1072
towards	1	1562
traitdependent	1	1274
transmission	1	231
triglyceride	1	608
true	1	808
twin	1	392
type	1	33
typed	1	1274
uncertainty	1	719
unobserved	1	1562
use	1	177
usefulness	1	1562
utah	1	719
value	1	300
variance	1	151
virus	1	481
visualization	1	608
way	1	808
weighted	1	300
well	1	1562
within	1	277
working	1	1562
year	1	1274
