Word	Frequency	Overall Rank
obesity	2	165
offspring	2	523
physical	2	808
powerful	2	177
pressure	2	159
procedure	2	418
property	2	608
related	2	64
relation	2	326
role	2	189
screen	2	481
select	2	920
selection	2	49
sequential	2	345
set	2	128
sibling	2	300
smoking	2	126
stage	2	608
stroke	2	920
subset	2	392
tdt	2	326
tightly	2	1072
transmission	2	231
use	2	177
variable	2	137
variation	2	40
via	2	165
abstract	1	920
activity	1	719
additional	1	1072
adiponectin	1	920
adjusted	1	523
africa	1	1072
african	1	99
africanamerican	1	523
agerelated	1	808
aggressive	1	920
alcohol	1	345
alcoholism	1	1072
algorithm	1	137
allele	1	119
allowing	1	920
alzheimers	1	151
american	1	111
amish	1	481
analytic	1	719
anomaly	1	1072
antibody	1	1562
antonio	1	920
apoe	1	523
applied	1	345
artery	1	224
arthritis	1	242
artificial	1	1072
ascertained	1	523
assessing	1	267
assessment	1	481
atopy	1	719
autism	1	267
bayes	1	481
bayesian	1	47
beta	1	1274
bias	1	142
bmi	1	345
body	1	218
bone	1	566
calculation	1	446
canadian	1	1274
carcinoma	1	481
carlo	1	920
caseonly	1	808
cell	1	189
ceph	1	1274
chain	1	1072
characterization	1	446
chd	1	1274
class	1	369
cluster	1	326
clustering	1	206
codon	1	1274
coefficient	1	808
colon	1	523
colorectal	1	126
combination	1	523
combining	1	242
complication	1	1274
concentration	1	719
confidence	1	1072
confirmation	1	808
continuous	1	566
contribution	1	267
coronary	1	137
covariance	1	1562
critical	1	719
dataset	1	1274
defining	1	920
definition	1	920
density	1	267
derived	1	446
detecting	1	54
determinant	1	446
determine	1	1274
diabetic	1	719
difference	1	256
discrete	1	1274
disentangling	1	920
disorder	1	96
dissection	1	608
diversity	1	1072
due	1	719
dystrophy	1	808
early	1	345
earlyonset	1	808
empirical	1	392
encoding	1	1274
endemic	1	1274
endpoint	1	1562
environment	1	139
environmental	1	206
enzyme	1	566
epistasis	1	151
epistatic	1	369
equilibrium	1	566
equivalence	1	1562
equivalent	1	1562
error	1	134
erythematosus	1	920
estimating	1	134
estrogen	1	920
european	1	326
evaluating	1	267
evaluation	1	114
exact	1	608
examination	1	1072
example	1	608
excess	1	719
failure	1	1072
familybased	1	114
fat	1	808
fchl	1	1274
feature	1	523
female	1	1274
fetal	1	369
forest	1	177
found	1	1562
function	1	131
genetically	1	523
genotypephenotype	1	808
genotypic	1	1072
genotyping	1	206
group	1	314
growth	1	392
hardyweinberg	1	523
hasemanelston	1	719
head	1	920
height	1	808
hereditary	1	481
heritability	1	99
heritage	1	1562
heterozygosity	1	1072
hierarchical	1	206
highorder	1	1072
identified	1	369
identifies	1	50
identify	1	81
identifying	1	88
ige	1	1562
implication	1	314
important	1	1274
imprinting	1	369
inbreeding	1	1274
increase	1	481
index	1	195
information	1	108
inheritance	1	418
inhibitor	1	1562
insulin	1	345
intake	1	920
interacts	1	1274
international	1	808
juvenile	1	1072
kidney	1	523
large	1	81
latent	1	287
lateonset	1	1274
ld	1	300
leg	1	1562
leprosy	1	920
likelihoodbased	1	808
lipid	1	369
location	1	920
logistic	1	189
longterm	1	1274
loss	1	719
lupus	1	719
lymphoproliferative	1	1562
mantel	1	920
markov	1	719
mass	1	224
mating	1	481
mediated	1	920
mellitus	1	920
men	1	326
meta	1	159
metabolic	1	151
mexican	1	608
mhc	1	920
middle	1	808
midparent	1	1274
mining	1	523
missing	1	151
modelbased	1	652
modeling	1	79
modelling	1	277
molecular	1	345
monte	1	920
multifactor	1	326
multifactorial	1	652
multilocus	1	277
myopia	1	446
neck	1	1072
neoplasia	1	1072
network	1	99
neural	1	920
new	1	75
nhlbi	1	608
nonrandom	1	920
normal	1	719
npl	1	1562
ocular	1	920
old	1	1274
optimal	1	345
order	1	523
ordinal	1	1072
origin	1	566
ovarian	1	392
p53	1	1562
pancreatic	1	392
paradigm	1	1072
parameter	1	446
parent	1	418
parentoforigin	1	446
parkinson	1	418
pathogenesis	1	1562
pathway	1	85
patient	1	102
pattern	1	206
pharmacogenetics	1	1562
plasma	1	213
pleiotropic	1	300
polygenic	1	43
pooled	1	608
pooling	1	1562
populationbased	1	231
positive	1	446
possible	1	920
postmenopausal	1	1072
potential	1	314
ppl	1	1562
predicting	1	256
predisposing	1	920
premature	1	1274
prevalence	1	652
prioritizing	1	920
profile	1	326
prognosis	1	719
program	1	523
promoter	1	566
protein	1	345
psoriasis	1	1274
racial	1	920
random	1	139
rapid	1	719
rare	1	15
ratio	1	277
reanalysis	1	1072
recent	1	808
recessive	1	608
reducing	1	1274
reduction	1	218
reference	1	326
regional	1	608
registry	1	719
repeat	1	1562
research	1	446
response	1	177
revisited	1	808
rheumatoid	1	242
robust	1	165
romp	1	1562
san	1	920
schizophrenia	1	231
score	1	20
screening	1	256
segregation	1	171
selected	1	523
selecting	1	920
semiparametric	1	566
sequence	1	96
several	1	1274
simulated	1	652
simultaneous	1	920
singlelocus	1	1274
sle	1	808
source	1	719
squamous	1	1274
state	1	608
stoppage	1	1562
stratification	1	151
stratified	1	392
structure	1	103
structured	1	566
subgroup	1	652
subtypes	1	566
systemic	1	808
technique	1	808
three	1	481
threshold	1	652
tissue	1	369
tnf	1	1274
training	1	920
transmissiondisequilibrium	1	719
tree	1	446
tumor	1	523
twostage	1	326
typed	1	1274
unified	1	608
utility	1	920
validity	1	1072
value	1	300
variant	1	12
vitamin	1	652
west	1	1274
withinfamily	1	1562
young	1	481
zero	1	920
