Word	Frequency	Overall Rank
interacting	2	808
international	2	808
intrafamilial	2	1562
investigate	2	418
kernel	2	369
lead	2	1274
level	2	52
likelihood	2	165
lipc	2	1562
longitudinal	2	93
low	2	242
major	2	213
matrix	2	808
mcmc	2	719
mdr	2	719
melanoma	2	242
missing	2	151
mortality	2	481
multifactor	2	326
multivariate	2	123
new	2	75
nuclear	2	345
parent	2	418
parkinson	2	418
pattern	2	206
performance	2	267
physical	2	808
potential	2	314
prediction	2	43
predictive	2	277
principal	2	345
prior	2	446
qtl	2	195
random	2	139
ratio	2	277
rheumatoid	2	242
sampling	2	242
scale	2	231
selected	2	523
signal	2	218
similarity	2	392
simulation	2	171
space	2	1072
statistical	2	77
stochastic	2	566
studying	2	1072
trio	2	202
twin	2	392
unknown	2	808
untyped	2	1274
use	2	177
via	2	165
according	1	1562
account	1	523
accounting	1	267
across	1	183
adjust	1	1072
adjusted	1	523
adjusting	1	481
admixed	1	287
adult	1	314
affymetrix	1	1274
africanamerican	1	523
agerelated	1	808
aggregation	1	256
aging	1	392
agreement	1	1562
alcohol	1	345
allele	1	119
alzheimer	1	267
andor	1	1072
anova	1	1562
antidepressant	1	1274
apo	1	1562
applying	1	1562
architecture	1	199
aric	1	920
array	1	345
asian	1	719
ass	1	418
assessing	1	267
asthmarelated	1	920
asymptotic	1	1562
atherosclerosis	1	719
automated	1	719
available	1	1072
base	1	1274
beaver	1	1072
binary	1	224
biological	1	314
biomarkers	1	277
birth	1	277
bivariate	1	481
bladder	1	1274
bone	1	566
bonferroni	1	1562
brca1	1	808
brca2	1	808
breast	1	38
canonical	1	652
carlo	1	920
caseparent	1	314
caucasian	1	418
causal	1	85
cell	1	189
challenge	1	314
characteristic	1	808
characterization	1	446
childhood	1	481
class	1	369
clinical	1	145
cluster	1	326
cnv	1	523
coefficient	1	808
collaboration	1	1562
collaborative	1	920
combination	1	523
combined	1	189
comparative	1	1274
complication	1	1274
conclusion	1	652
conditional	1	256
conditioning	1	1562
confounding	1	608
consortium	1	242
correcting	1	523
correlated	1	300
covariates	1	256
coverage	1	719
criterion	1	1274
crosspopulation	1	1562
curve	1	1072
cystic	1	446
dam	1	1072
datasets	1	566
decomposition	1	719
defect	1	652
degeneration	1	920
dense	1	719
density	1	267
depression	1	418
descent	1	314
development	1	183
diabetes	1	42
diastolic	1	1562
difference	1	256
differential	1	345
discover	1	1562
dissection	1	608
dysfunction	1	1072
dystrophy	1	808
efficient	1	134
egea	1	446
endemic	1	1274
endometriosis	1	920
entropy	1	1072
environment	1	139
epidemiology	1	231
eqtl	1	481
equivalence	1	1562
era	1	1072
error	1	134
establishing	1	1562
estimating	1	134
estimation	1	64
estimator	1	808
etiology	1	418
european	1	326
evolutionary	1	1274
experience	1	920
explaining	1	920
fast	1	206
fasting	1	652
fat	1	808
fbat	1	1274
fenofibrate	1	1562
fetal	1	369
fhs	1	920
fibrosis	1	287
filter	1	719
forest	1	177
freedom	1	1274
gain	1	920
genebyenvironment	1	920
general	1	256
genotypic	1	1072
glaucoma	1	1274
global	1	1072
glucose	1	523
group	1	314
growth	1	392
haplotypeenvironment	1	1562
hapmap	1	719
hepatitis	1	652
hereditary	1	481
heritabilities	1	1562
heterozygosity	1	1072
hidden	1	1072
highorder	1	1072
highrisk	1	652
homogeneity	1	1562
hypergen	1	1072
hypertension	1	345
hypertensive	1	920
identity	1	523
impaired	1	1562
implicates	1	920
imprinting	1	369
improves	1	481
incorporation	1	719
independent	1	418
infection	1	224
inferring	1	652
influence	1	159
influencing	1	300
informative	1	481
integrated	1	418
intensity	1	1562
interest	1	920
involved	1	719
involvement	1	1274
isolated	1	345
kidney	1	523
kindred	1	1562
knowledge	1	481
known	1	446
korean	1	608
largescale	1	256
ld	1	300
least	1	808
left	1	566
leprosy	1	920
life	1	481
linked	1	218
local	1	369
localization	1	481
locate	1	1274
logistic	1	189
long	1	1274
longterm	1	1274
look	1	1562
lower	1	1072
lp	1	1562
lymphoma	1	920
macular	1	920
making	1	1562
mantel	1	920
maternal	1	242
measure	1	165
measured	1	566
meet	1	1072
meta	1	159
metabolic	1	151
mismatch	1	920
missingness	1	920
mixed	1	171
monte	1	920
multimarker	1	608
multistage	1	1274
multitrait	1	808
muscle	1	1072
muscular	1	1072
network	1	99
nhlbi	1	608
nigerian	1	1274
nongenetic	1	1072
nonrandom	1	920
north	1	652
nucleotide	1	326
null	1	920
observational	1	1562
ocular	1	920
offspring	1	523
one	1	369
optimal	1	345
optimize	1	1274
order	1	523
outcome	1	177
ovary	1	1562
pair	1	151
pancreatic	1	392
parameter	1	446
parametric	1	719
parentoforigin	1	446
partial	1	808
participant	1	808
pathwaybased	1	719
patient	1	102
performing	1	1562
phase	1	608
phasing	1	1072
phenotypic	1	418
plasma	1	213
platform	1	652
polycystic	1	1562
populationbased	1	231
positive	1	446
powerful	1	177
predicting	1	256
predisposing	1	920
predisposition	1	566
prioritize	1	920
probands	1	719
problem	1	523
procedure	1	418
profile	1	326
project	1	369
promoter	1	566
provide	1	1274
psoriasis	1	1274
publicly	1	1072
puerto	1	1274
pulmonary	1	345
putative	1	652
pvalue	1	1274
qtls	1	719
quality	1	300
quantifying	1	719
quebec	1	920
racial	1	920
real	1	1072
recurrent	1	719
reference	1	326
refining	1	1562
regional	1	608
regressionbased	1	652
regularization	1	1562
relationship	1	151
replicates	1	1562
required	1	1562
resistance	1	523
response	1	177
responsible	1	1274
roc	1	1562
sclerosis	1	369
screening	1	256
segment	1	523
segregation	1	171
selecting	1	920
sensitivity	1	1274
sequence	1	96
sequencing	1	27
sequential	1	345
serum	1	277
sexspecific	1	446
shared	1	177
shrinkage	1	719
sibling	1	300
sibships	1	719
silico	1	1072
simple	1	481
singlemarker	1	1562
singular	1	1072
skeletal	1	1274
small	1	523
snpsnp	1	808
software	1	242
south	1	523
sparse	1	446
spectrum	1	523
sporadic	1	920
square	1	808
stratified	1	392
strong	1	369
structural	1	523
survival	1	159
syndrome	1	131
taking	1	920
therapy	1	1072
three	1	481
time	1	206
transcription	1	1072
transmission	1	231
triad	1	920
triglyceride	1	608
tumor	1	523
uncertainty	1	719
univariate	1	920
useful	1	1274
utah	1	719
validity	1	1072
value	1	300
ventricular	1	719
virus	1	481
wholegenome	1	418
world	1	1274
