Word	Frequency	Overall Rank
equation	1	481
estimation	1	64
european	1	326
excess	1	719
exon	1	1274
experiment	1	808
failure	1	1072
fatty	1	608
feature	1	523
fibrosis	1	287
folate	1	1072
founder	1	608
freedom	1	1274
future	1	719
genealogy	1	920
generalization	1	1562
genetically	1	523
genomewide	1	7
genomics	1	652
genotyping	1	206
get	1	1562
glaucoma	1	1274
graph	1	1274
group	1	314
guide	1	1274
gwa	1	652
gxe	1	652
hereditary	1	481
history	1	242
homocysteine	1	1274
host	1	1072
hotspot	1	1072
hypothesis	1	608
ibd	1	446
ii	1	920
illumina	1	719
immune	1	566
impairment	1	1562
importance	1	652
imprinting	1	369
improved	1	213
improvement	1	808
improves	1	481
inbreeding	1	1274
incident	1	920
increased	1	566
indian	1	608
individual	1	96
infarction	1	920
infection	1	224
infer	1	1274
inflammation	1	808
information	1	108
integrated	1	418
intelligence	1	1562
interactive	1	1274
international	1	808
interval	1	808
investigate	1	418
issue	1	392
kernel	1	369
key	1	1274
kidney	1	523
kinship	1	920
known	1	446
laboratory	1	1562
landscape	1	1274
language	1	1072
learning	1	159
left	1	566
leukemia	1	1072
level	1	52
life	1	481
likelihood	1	165
limitation	1	1072
link	1	652
lip	1	1562
liver	1	481
loss	1	719
lymphocytic	1	1274
lymphoma	1	920
machine	1	242
macular	1	920
major	1	213
male	1	1274
map	1	369
marker	1	54
markov	1	719
matrix	1	808
mcmc	1	719
measure	1	165
mental	1	1274
metabolizing	1	1274
methodological	1	1562
mexican	1	608
missing	1	151
mitochondrial	1	345
mixture	1	446
mod	1	1072
modelling	1	277
molecular	1	345
monte	1	920
mortality	1	481
multiplex	1	418
multivariate	1	123
myocardial	1	808
natural	1	808
negative	1	920
neonatal	1	1562
new	1	75
nonparametric	1	300
normal	1	719
nsaid	1	1562
nuclear	1	345
obstructive	1	1072
onset	1	123
optimized	1	1562
oral	1	392
order	1	523
osteoarthritis	1	719
ovary	1	1562
overlap	1	1562
oxaliplatin	1	1274
parental	1	392
partially	1	1274
participant	1	808
penalized	1	392
performance	1	267
phewas	1	808
plasma	1	213
pleiotropy	1	287
polycystic	1	1562
polygene	1	1562
polyp	1	1274
post	1	1274
potential	1	314
predict	1	652
predisposition	1	566
premature	1	1274
probands	1	719
process	1	920
profiling	1	719
promoter	1	566
proportion	1	652
prostate	1	69
protective	1	808
protocol	1	1562
pulse	1	1562
quality	1	300
randomization	1	59
range	1	1072
receptor	1	256
recombination	1	566
reconstruction	1	920
record	1	392
recurrent	1	719
reduce	1	808
relatedness	1	345
relationship	1	151
relevance	1	1274
relevant	1	1072
repeat	1	1562
repeated	1	608
required	1	1562
resequencing	1	523
retrospective	1	608
reveal	1	446
rhinitis	1	1562
rna	1	719
scan	1	59
sclerosis	1	369
screening	1	256
segregation	1	171
selected	1	523
seq	1	1274
sequential	1	345
set	1	128
several	1	1274
severity	1	523
sexual	1	1072
short	1	1274
sib	1	287
sibling	1	300
sibship	1	1274
significance	1	314
simple	1	481
simulation	1	171
smoke	1	566
social	1	1072
software	1	242
soluble	1	1562
solution	1	1274
southern	1	1562
sparse	1	446
spectrum	1	523
spurious	1	1274
stage	1	608
standard	1	1072
state	1	608
status	1	446
stochastic	1	566
strategy	1	111
stratified	1	392
strength	1	1072
structured	1	566
studying	1	1072
successful	1	1274
syndromic	1	1562
systematic	1	392
target	1	446
technique	1	808
telomere	1	920
thickness	1	719
three	1	481
tiled	1	652
timing	1	1562
tobacco	1	652
transcriptome	1	369
transmission	1	231
transporter	1	1562
treated	1	1274
tree	1	446
uk	1	177
uncertainty	1	719
unrelated	1	566
urinary	1	1274
utility	1	920
validity	1	1072
ventricular	1	719
via	1	165
way	1	808
web	1	1562
weight	1	287
weighted	1	300
wes	1	1562
wgs	1	1274
wise	1	1274
year	1	1274
zero	1	920
