Word	Frequency	Overall Rank
recombination	2	566
related	2	64
relative	2	189
repair	2	481
rheumatoid	2	242
segment	2	523
set	2	128
sharing	2	199
simulation	2	171
single	2	195
specific	2	256
statistical	2	77
strategy	2	111
strong	2	369
structure	2	103
threshold	2	652
training	2	920
two	2	108
uk	2	177
value	2	300
variable	2	137
variation	2	40
ability	1	920
account	1	523
accurate	1	418
addressing	1	920
admixture	1	231
affected	1	114
alcohol	1	345
alcoholism	1	1072
allelesharing	1	1072
allelic	1	326
alternative	1	287
alzheimer	1	267
ancestry	1	111
anova	1	1562
apo	1	1562
approach	1	108
architecture	1	199
array	1	345
artery	1	224
ascertained	1	523
assay	1	1274
assessing	1	267
assessment	1	481
asthmarelated	1	920
atopic	1	1562
autoimmune	1	1072
basis	1	920
beyond	1	808
biological	1	314
bipolar	1	392
bivariate	1	481
body	1	218
bone	1	566
caseparent	1	314
caucasian	1	418
causative	1	1562
cell	1	189
cf	1	1562
chip	1	446
choosing	1	1274
chromosomal	1	608
chronic	1	392
class	1	369
classification	1	369
clinical	1	145
cluster	1	326
colorectal	1	126
combining	1	242
complexity	1	1274
composite	1	920
congenital	1	566
consanguineous	1	1562
continuous	1	566
copy	1	119
coronary	1	137
correcting	1	523
correction	1	314
correlated	1	300
correlation	1	142
course	1	1072
crohn	1	920
cytokine	1	1072
database	1	481
decomposition	1	719
deep	1	446
defect	1	652
deletion	1	808
dependence	1	920
derived	1	446
dermatitis	1	1562
descent	1	314
determinant	1	446
development	1	183
differential	1	345
direct	1	652
discovery	1	165
discrete	1	1274
disorder	1	96
distribution	1	242
disturbance	1	1562
dust	1	1562
dystrophy	1	808
earlyonset	1	808
effective	1	808
efficient	1	134
enrichment	1	608
entropy	1	1072
environmental	1	206
establishing	1	1562
estimate	1	128
etiology	1	418
evaluation	1	114
example	1	608
experience	1	920
explore	1	1274
expression	1	59
familial	1	59
flexible	1	608
forest	1	177
frequency	1	199
function	1	131
gamma	1	1562
gender	1	1072
generalization	1	1562
genomesimla	1	1562
get	1	1562
gold	1	1562
gwa	1	652
gwas	1	30
hapmap	1	719
hdl	1	481
hdlcholesterol	1	1562
heritabilities	1	1562
heritability	1	99
heritable	1	1274
heterozygosity	1	1072
hierarchical	1	206
higher	1	1072
history	1	242
hla	1	256
homogeneity	1	1562
homozygous	1	1562
hypothesis	1	608
identified	1	369
identifies	1	50
identify	1	81
illness	1	1562
imprinting	1	369
improved	1	213
increase	1	481
index	1	195
indian	1	608
indirect	1	920
inferred	1	1072
influence	1	159
influencing	1	300
insulin	1	345
integrate	1	1072
integration	1	213
involvement	1	1274
isolate	1	808
issue	1	392
kernel	1	369
latent	1	287
lateonset	1	1274
left	1	566
leiden	1	1562
leukemia	1	1072
lifestyle	1	1072
lipase	1	920
localization	1	481
localized	1	1562
localizing	1	1274
loss	1	719
low	1	242
lower	1	1072
lung	1	59
lupus	1	719
lymphocytic	1	1274
lymphoma	1	920
major	1	213
many	1	1072
map	1	369
markov	1	719
matched	1	920
maternal	1	242
mathematical	1	1562
maximum	1	418
may	1	652
measurement	1	392
member	1	1274
meta	1	159
methylation	1	90
minimum	1	1274
mining	1	523
misclassification	1	1274
modelfree	1	920
modified	1	808
multigenerational	1	1274
multimarker	1	608
multipoint	1	242
multistage	1	1274
muscle	1	1072
muscular	1	1072
mutation	1	121
myopia	1	446
neoplasia	1	1072
noise	1	1562
nonlinear	1	1072
normal	1	719
one	1	369
onset	1	123
order	1	523
origin	1	566
overlapping	1	920
package	1	566
pair	1	151
pairwise	1	920
panel	1	392
paradigm	1	1072
parametric	1	719
parent	1	418
penetrance	1	418
perform	1	1072
performing	1	1562
pharmacogenomic	1	1274
phasing	1	1072
pitfall	1	1562
platform	1	652
pooled	1	608
populationbased	1	231
positive	1	446
predict	1	652
prediction	1	43
preliminary	1	808
pressure	1	159
primary	1	481
probability	1	418
promoter	1	566
propensity	1	719
protein	1	345
pulmonary	1	345
pvalue	1	1274
qtl	1	195
qtls	1	719
qualitative	1	719
quality	1	300
quantify	1	1274
quantifying	1	719
quasilikelihood	1	1562
race	1	1562
radiation	1	1562
randomization	1	59
rapid	1	719
recurrence	1	808
reduce	1	808
regressionbased	1	652
regulator	1	808
relation	1	326
replicated	1	1562
resequencing	1	523
resistance	1	523
resolving	1	1274
resource	1	523
respect	1	1072
reveal	1	446
revisited	1	808
robust	1	165
role	1	189
rule	1	1562
sampling	1	242
segregation	1	171
selecting	1	920
severe	1	608
shared	1	177
show	1	652
shrinkage	1	719
sibpair	1	300
silico	1	1072
simulated	1	652
simultaneous	1	920
singlelocus	1	1274
singular	1	1072
skeletal	1	1274
skin	1	1562
small	1	523
space	1	1072
standard	1	1072
status	1	446
stratification	1	151
strength	1	1072
structured	1	566
subject	1	345
substructure	1	719
survival	1	159
symptom	1	523
syndrome	1	131
tag	1	1562
tagging	1	1274
technique	1	808
technology	1	1274
time	1	206
timetoevent	1	608
tissue	1	369
towards	1	1562
tract	1	1562
tradeoff	1	1562
transmission	1	231
triad	1	920
true	1	808
tumor	1	523
unbiased	1	1072
underlying	1	300
untyped	1	1274
urinary	1	1274
useful	1	1274
versus	1	418
via	1	165
view	1	1274
woman	1	189
