Word	Frequency	Overall Rank
prostate	1	69
protective	1	808
proteome	1	608
provides	1	608
psoriasis	1	1274
psychiatric	1	920
putative	1	652
qualitative	1	719
quality	1	300
randomized	1	1072
rate	1	195
ratio	1	277
reading	1	1562
reanalysis	1	1072
recombination	1	566
recurrence	1	808
reduce	1	808
regional	1	608
regressionbased	1	652
regulation	1	719
regulator	1	808
repeat	1	1562
repeated	1	608
replicates	1	1562
replication	1	213
reporting	1	1274
representative	1	1274
research	1	446
respiratory	1	1274
revealed	1	1072
rnaseq	1	719
saliva	1	1562
sampling	1	242
schizophrenia	1	231
screening	1	256
segregation	1	171
serum	1	277
severity	1	523
share	1	1274
shrinkage	1	719
side	1	1562
signature	1	481
significance	1	314
simulated	1	652
single	1	195
size	1	145
smoke	1	566
smoking	1	126
social	1	1072
somatic	1	1562
source	1	719
south	1	523
specific	1	256
spectrum	1	523
spurious	1	1274
state	1	608
statistical	1	77
stochastic	1	566
strength	1	1072
substructure	1	719
subtypes	1	566
suggests	1	1274
symptom	1	523
systemic	1	808
technology	1	1274
time	1	206
traditional	1	1274
transcriptome	1	369
transcriptomewide	1	920
transmission	1	231
transporter	1	1562
treatment	1	242
tree	1	446
treebased	1	1274
trial	1	719
tuberculosis	1	1072
twosample	1	1274
twostage	1	326
type	1	33
unbiased	1	1072
underlying	1	300
understand	1	1072
unique	1	1562
united	1	920
unsupervised	1	1072
use	1	177
utility	1	920
variance	1	151
vascular	1	1562
versatile	1	1562
versus	1	418
view	1	1274
viral	1	1562
visualizing	1	1072
weighting	1	1072
west	1	1274
winner	1	1274
