Word	Frequency	Overall Rank
tumor	1	523
twostage	1	326
unaffected	1	1562
unphased	1	920
upstream	1	1562
utah	1	719
utility	1	920
utilizing	1	1072
variant	1	12
viral	1	1562
weight	1	287
whole	1	69
woman	1	189
