Word	Frequency	Overall Rank
highdensity	2	920
hla	2	256
homozygosity	2	523
hormone	2	920
imprinting	2	369
improved	2	213
improves	2	481
integrating	2	189
investigate	2	418
investigation	2	300
kernel	2	369
largescale	2	256
lasso	2	566
likelihood	2	165
literature	2	1562
low	2	242
major	2	213
markov	2	719
maternal	2	242
measured	2	566
measuring	2	1072
mechanism	2	719
melanoma	2	242
mendelian	2	40
mhc	2	920
microarray	2	566
mining	2	523
natural	2	808
network	2	99
next	2	326
onset	2	123
order	2	523
outcome	2	177
parentoforigin	2	446
parkinson	2	418
penalized	2	392
phase	2	608
postmenopausal	2	1072
predictive	2	277
prior	2	446
profiling	2	719
proteinprotein	2	1274
rate	2	195
ratio	2	277
recessive	2	608
regulator	2	808
relatedness	2	345
repair	2	481
replicated	2	1562
research	2	446
sequential	2	345
severe	2	608
shared	2	177
similarity	2	392
simulation	2	171
single	2	195
smoking	2	126
software	2	242
tiled	2	652
trio	2	202
twolocus	2	719
unrelated	2	566
vte	2	1072
weight	2	287
woman	2	189
worldwide	2	1274
ability	1	920
accounting	1	267
accuracy	1	345
accurate	1	418
acetylcholine	1	1562
acid	1	369
across	1	183
additive	1	808
admixed	1	287
adult	1	314
affymetrix	1	1274
africa	1	1072
africanamerican	1	523
age	1	88
aggregation	1	256
aggressiveness	1	1562
aging	1	392
alcohol	1	345
allergic	1	920
allow	1	1562
ally	1	1274
alzheimer	1	267
alzheimers	1	151
amd	1	1562
amino	1	1562
amish	1	481
analytical	1	1274
analyze	1	920
analyzing	1	369
annotation	1	446
antidepressant	1	1274
apnea	1	1274
apoe	1	523
arbitrary	1	1274
architecture	1	199
area	1	808
arterial	1	1274
artery	1	224
artificial	1	1072
ascertained	1	523
ass	1	418
assumption	1	1072
asthma	1	151
atopic	1	1562
averaging	1	920
bayes	1	481
best	1	1072
biallelic	1	1562
bioinformatics	1	808
biological	1	314
biologically	1	1562
biomarker	1	608
blood	1	105
body	1	218
bone	1	566
bonferroni	1	1562
bootstrap	1	1072
bp	1	1562
brain	1	481
brazilian	1	1072
brca12	1	1072
carcinoma	1	481
cardiac	1	808
carlo	1	920
caseonly	1	808
cause	1	566
causing	1	1274
cdkn2a	1	808
chain	1	1072
change	1	277
channel	1	1274
childhood	1	481
chip	1	446
chronic	1	392
class	1	369
cleft	1	277
clustering	1	206
coagulation	1	1562
collaborative	1	920
complexity	1	1274
component	1	99
composition	1	920
computational	1	719
concordance	1	1562
confirmation	1	808
consequence	1	920
consistent	1	1274
context	1	566
contribution	1	267
coronary	1	137
correct	1	920
correlated	1	300
course	1	1072
covariate	1	392
crohn	1	920
cryptic	1	808
curse	1	1072
datasets	1	566
decision	1	920
deep	1	446
defined	1	1562
deletion	1	808
dermatitis	1	1562
determinant	1	446
determine	1	1274
dietary	1	1274
dimensionality	1	300
discovery	1	165
discriminant	1	1274
disentangling	1	920
distribution	1	242
drdq	1	1562
due	1	719
earlyonset	1	808
electronic	1	392
emerge	1	808
encoding	1	1274
endophenotype	1	1562
entropy	1	1072
enzyme	1	566
epistatic	1	369
era	1	1072
established	1	1072
estimated	1	920
estimating	1	134
ethnic	1	369
evolution	1	1562
examine	1	1562
example	1	608
experiment	1	808
expert	1	1562
explained	1	1072
exploiting	1	1072
false	1	481
find	1	1274
finding	1	608
finland	1	808
finnish	1	1562
followup	1	566
founder	1	608
french	1	256
frequency	1	199
functional	1	126
gain	1	920
gamete	1	1562
genebyenvironment	1	920
genedisease	1	1562
general	1	256
genomesimla	1	1562
glycemic	1	808
graphical	1	523
group	1	314
guide	1	1274
gwa	1	652
hapmap	1	719
hardyweinberg	1	523
hazard	1	1562
hba1c	1	1562
health	1	183
hepatitis	1	652
heterozygote	1	1562
highdimensional	1	523
higher	1	1072
highorder	1	1072
highrisk	1	652
hispanic	1	608
history	1	242
homozygote	1	1562
hotspot	1	1072
hypergen	1	1072
ibd	1	446
identified	1	369
identity	1	523
implicates	1	920
implication	1	314
importance	1	652
improve	1	345
improving	1	608
imputed	1	446
inbreeding	1	1274
incidence	1	1274
inclusion	1	1274
incorporation	1	719
independent	1	418
indication	1	1562
individualized	1	1562
induced	1	920
infarction	1	920
inferred	1	1072
inflammatory	1	523
informative	1	481
inheritance	1	418
insulin	1	345
integrated	1	418
integration	1	213
integrative	1	345
intensity	1	1562
interpreting	1	1072
interval	1	808
investigating	1	277
isolate	1	808
jackson	1	1274
kinship	1	920
knowledge	1	481
known	1	446
korean	1	608
latent	1	287
ld	1	300
le	1	1562
learned	1	1072
least	1	808
left	1	566
lesson	1	808
liability	1	652
life	1	481
likelihoodbased	1	808
linear	1	224
link	1	652
linked	1	218
lipc	1	1562
lipoprotein	1	566
local	1	369
localization	1	481
location	1	920
look	1	1562
lowdensity	1	1562
machine	1	242
malaria	1	1072
mantel	1	920
mass	1	224
matching	1	920
mathematical	1	1562
mating	1	481
matter	1	652
mc1r	1	1072
mdr	1	719
mediated	1	920
medicine	1	300
meet	1	1072
men	1	326
methylation	1	90
mineral	1	1072
minimum	1	1274
missing	1	151
mod	1	1072
modifier	1	326
modify	1	1562
monte	1	920
msh2	1	1562
multifactor	1	326
multimarker	1	608
multiplicative	1	1274
multivariate	1	123
myocardial	1	808
nat2	1	1562
national	1	1072
necessary	1	1562
newborn	1	1072
newfoundland	1	1274
nhlbi	1	608
nongenetic	1	1072
nucleotide	1	326
obesity	1	165
ocular	1	920
offspring	1	523
one	1	369
opensource	1	1562
optimal	1	345
oral	1	392
origin	1	566
osteoporosis	1	808
outlier	1	1562
oxidative	1	1274
pair	1	151
pairwise	1	920
pakistani	1	1562
pancreatic	1	392
parameter	1	446
parent	1	418
participant	1	808
permutation	1	608
personalized	1	481
perspective	1	1562
pharmacogenomic	1	1274
placenta	1	1274
plasma	1	213
platform	1	652
plot	1	1274
point	1	1562
pooled	1	608
populationbased	1	231
positive	1	446
possible	1	920
practical	1	920
predicted	1	1072
predicting	1	256
predictor	1	566
prenatal	1	920
pressure	1	159
prioritize	1	920
prioritizing	1	920
probands	1	719
problem	1	523
procedure	1	418
process	1	920
prognostic	1	1562
project	1	369
propensity	1	719
prospective	1	523
psoriasis	1	1274
putative	1	652
qtl	1	195
quebec	1	920
radiation	1	1562
randomisation	1	566
randomization	1	59
rapid	1	719
realistic	1	1562
reduces	1	1562
reduction	1	218
relative	1	189
relevant	1	1072
replication	1	213
resequencing	1	523
resistance	1	523
resolution	1	1274
resource	1	523
response	1	177
responsible	1	1274
reveal	1	446
revealed	1	1072
revisited	1	808
rheumatoid	1	242
roc	1	1562
role	1	189
sampling	1	242
scenario	1	1562
screening	1	256
search	1	224
searching	1	1562
second	1	1274
segment	1	523
serum	1	277
severity	1	523
sex	1	369
sharing	1	199
short	1	1274
sib	1	287
signal	1	218
significance	1	314
significant	1	523
simple	1	481
simultaneous	1	920
singlemarker	1	1562
skin	1	1562
sleep	1	1072
small	1	523
south	1	523
spectrum	1	523
sporadic	1	920
square	1	808
stage	1	608
standard	1	1072
state	1	608
story	1	1562
stress	1	719
strong	1	369
studying	1	1072
successful	1	1274
survival	1	159
t2d	1	1562
taiwan	1	1274
taking	1	920
targeted	1	392
therapy	1	1072
three	1	481
tightly	1	1072
time	1	206
tissue	1	369
traditional	1	1274
trajectory	1	719
trans	1	608
transcriptomic	1	920
transmission	1	231
tree	1	446
treebased	1	1274
triad	1	920
trial	1	719
tuberculosis	1	1072
tumor	1	523
unbiased	1	1072
unified	1	608
unique	1	1562
unphased	1	920
untyped	1	1274
use	1	177
used	1	652
v	1	808
validity	1	1072
value	1	300
variability	1	719
variance	1	151
virus	1	481
visualizing	1	1072
vitamin	1	652
weighted	1	300
weighting	1	1072
west	1	1274
whole	1	69
winner	1	1274
within	1	277
