Word	Frequency	Overall Rank
snp	2	16
transmissiondisequilibrium	2	719
twolocus	2	719
type	2	33
use	2	177
various	2	1562
via	2	165
absence	1	1274
acid	1	369
across	1	183
additive	1	808
adhd	1	920
admixture	1	231
africanamerican	1	523
ageofonset	1	1274
aggressiveness	1	1562
alcohol	1	345
alternative	1	287
alzheimers	1	151
america	1	1274
among	1	159
angiotensin	1	1562
antonio	1	920
apoe	1	523
apolipoprotein	1	1274
applied	1	345
approach	1	108
area	1	808
aric	1	920
arterial	1	1274
ascertainment	1	287
assortative	1	1072
atopy	1	719
autoimmune	1	1072
behavior	1	566
bias	1	142
bipolar	1	392
black	1	1562
body	1	218
bootstrap	1	1072
brca2	1	808
carrier	1	446
categorical	1	1562
censored	1	566
centenarian	1	1562
cf	1	1562
challenge	1	314
change	1	277
childhood	1	481
chromosome	1	50
cohort	1	93
colorectal	1	126
combination	1	523
comorbid	1	1274
condition	1	719
congenital	1	566
continuous	1	566
control	1	66
critical	1	719
cystic	1	446
deficiency	1	1562
derived	1	446
descent	1	314
design	1	59
development	1	183
diastolic	1	1562
dichotomous	1	1072
direct	1	652
discrete	1	1274
dominant	1	1274
dysplasia	1	1562
efficiency	1	481
efficient	1	134
environment	1	139
environmental	1	206
epidemiologic	1	808
epidemiological	1	808
epilepsy	1	719
equation	1	481
error	1	134
estimated	1	920
estimating	1	134
etiology	1	418
exposure	1	177
extended	1	213
extending	1	1072
familybased	1	114
fatty	1	608
fibrosis	1	287
finding	1	608
finescale	1	652
first	1	652
five	1	1072
folate	1	1072
founder	1	608
french	1	256
function	1	131
functional	1	126
gamete	1	1562
gamma	1	1562
gee	1	1562
general	1	256
generalized	1	195
glioma	1	1274
glutathione	1	1562
height	1	808
heritability	1	99
heterogeneity	1	54
heterozygosity	1	1072
highdensity	1	920
highly	1	523
history	1	242
homozygosity	1	523
hypergen	1	1072
hyperlipidemia	1	1274
identity	1	523
idiopathic	1	719
impact	1	142
inbred	1	1274
incorporating	1	183
incorporation	1	719
indirect	1	920
individual	1	96
infarction	1	920
infection	1	224
inheritance	1	418
interpreting	1	1072
investigate	1	418
isolated	1	345
issue	1	392
joint	1	105
juvenile	1	1072
kinship	1	920
large	1	81
late	1	566
least	1	808
left	1	566
length	1	808
likelihoodbased	1	808
linked	1	218
lipoprotein	1	566
localization	1	481
lod	1	446
low	1	242
lung	1	59
main	1	1562
mating	1	481
may	1	652
measurement	1	392
mediation	1	345
mellitus	1	920
metabolic	1	151
metabolism	1	523
mexicanamerican	1	1274
modelfree	1	920
modelling	1	277
modifier	1	326
molecular	1	345
multilocus	1	277
multiple	1	19
myocardial	1	808
nat2	1	1562
national	1	1072
negative	1	920
network	1	99
neural	1	920
nigerian	1	1274
nonrandom	1	920
north	1	652
nuclear	1	345
offspring	1	523
oligogenic	1	920
onset	1	123
osteoarthritis	1	719
parental	1	392
path	1	1562
patient	1	102
pattern	1	206
phase	1	608
phenotypic	1	418
plasma	1	213
polymorphic	1	1562
positive	1	446
precision	1	808
predisposing	1	920
predisposition	1	566
presence	1	114
prevalence	1	652
probability	1	418
probands	1	719
procedure	1	418
prospective	1	523
prostate	1	69
psychiatric	1	920
qtl	1	195
qtls	1	719
racial	1	920
random	1	139
randomization	1	59
recent	1	808
recurrence	1	808
regional	1	608
registry	1	719
reproductive	1	719
resolving	1	1274
respect	1	1072
resting	1	1562
retrospective	1	608
robustness	1	808
sample	1	34
sampling	1	242
san	1	920
score	1	20
second	1	1274
selecting	1	920
selection	1	49
sequential	1	345
serum	1	277
setting	1	1562
severity	1	523
sharing	1	199
sibpairs	1	1072
sibships	1	719
signal	1	218
significance	1	314
simulation	1	171
single	1	195
singlelocus	1	1274
size	1	145
square	1	808
statistic	1	59
statistical	1	77
stratification	1	151
structural	1	523
structured	1	566
subject	1	345
subtypes	1	566
survey	1	1274
survival	1	159
symptom	1	523
time	1	206
traditional	1	1274
treebased	1	1274
twin	1	392
u	1	719
unaffected	1	1562
underlying	1	300
vaccine	1	1562
ventricular	1	719
west	1	1274
wholegenome	1	418
within	1	277
