Word	Frequency	Overall Rank
parentoforigin	2	446
pattern	2	206
predicting	2	256
problem	2	523
qualitative	2	719
random	2	139
rare	2	15
region	2	73
segregation	2	171
sequential	2	345
serum	2	277
sexspecific	2	446
show	2	652
sib	2	287
signal	2	218
simulated	2	652
site	2	608
sleep	2	1072
statistical	2	77
subject	2	345
subtypes	2	566
symptom	2	523
tobacco	2	652
twostage	2	326
unphased	2	920
unrelated	2	566
utah	2	719
versus	2	418
visualization	2	608
weighted	2	300
whole	2	69
within	2	277
worldwide	2	1274
8q24	1	808
accounting	1	267
address	1	920
adiposity	1	418
adjusted	1	523
admixture	1	231
advantage	1	1274
affymetrix	1	1274
africanamerican	1	523
africanamericans	1	1072
agerelated	1	808
aging	1	392
allow	1	1562
alzheimer	1	267
alzheimers	1	151
american	1	111
among	1	159
ancestry	1	111
anova	1	1562
antonio	1	920
architecture	1	199
aric	1	920
array	1	345
ashkenazi	1	1274
assay	1	1274
assessing	1	267
asthmarelated	1	920
atherosclerosis	1	719
autosomal	1	1274
bdnf	1	1274
beaver	1	1072
beta	1	1274
binary	1	224
bipolar	1	392
bmi	1	345
body	1	218
building	1	920
cad	1	1562
canonical	1	652
carcinoma	1	481
carlo	1	920
caseonly	1	808
censored	1	566
ceph	1	1274
chain	1	1072
chd	1	1274
class	1	369
classification	1	369
clustering	1	206
combination	1	523
complete	1	1274
comprehensive	1	608
computation	1	920
concentration	1	719
concordance	1	1562
conditional	1	256
confidence	1	1072
consequence	1	920
constructing	1	1562
construction	1	719
controlling	1	719
covariate	1	392
dam	1	1072
database	1	481
datasets	1	566
degeneration	1	920
depression	1	418
determinant	1	446
determination	1	1274
dietary	1	1274
difference	1	256
different	1	159
dimension	1	920
disease	1	48
disentangling	1	920
disorder	1	96
dna	1	71
drdq	1	1562
drug	1	392
due	1	719
efficiency	1	481
ensemble	1	719
epidemiological	1	808
epidemiology	1	231
equation	1	481
estimated	1	920
etiology	1	418
evaluating	1	267
evolution	1	1562
explaining	1	920
exploration	1	920
expression	1	59
extreme	1	523
eye	1	446
false	1	481
fchl	1	1274
feature	1	523
field	1	1072
filter	1	719
find	1	1274
fine	1	314
finemapping	1	392
first	1	652
followup	1	566
forest	1	177
framingham	1	300
french	1	256
function	1	131
functional	1	126
gee	1	1562
genomic	1	73
german	1	920
germline	1	300
gibbs	1	808
glioma	1	1274
graph	1	1274
gwa	1	652
haplotypebased	1	1072
hapmap	1	719
hardyweinberg	1	523
health	1	183
healthy	1	418
hierarchical	1	206
high	1	199
homozygote	1	1562
hyperlipidemia	1	1274
ibd	1	446
identifies	1	50
identity	1	523
idiopathic	1	719
ii	1	920
important	1	1274
improve	1	345
incorporating	1	183
increased	1	566
indian	1	608
infarction	1	920
inflammation	1	808
integrated	1	418
integration	1	213
interacts	1	1274
interval	1	808
investigating	1	277
involvement	1	1274
joint	1	105
ldl	1	1274
left	1	566
length	1	808
linear	1	224
linked	1	218
lipase	1	920
lipid	1	369
liver	1	481
localization	1	481
localized	1	1562
longevity	1	481
loss	1	719
louisiana	1	1072
macular	1	920
mammographic	1	1274
many	1	1072
marginal	1	920
markov	1	719
massively	1	920
matching	1	920
mating	1	481
mcmc	1	719
measure	1	165
measured	1	566
medicine	1	300
melanoma	1	242
metabolism	1	523
metabolizing	1	1274
mexicanamerican	1	1274
mineral	1	1072
mismatch	1	920
missingness	1	920
mitochondrial	1	345
mixed	1	171
monte	1	920
montecarlo	1	1562
multiallelic	1	1274
multidimensional	1	920
multifactorial	1	652
mutual	1	1562
myocardial	1	808
network	1	99
neural	1	920
nimh	1	1562
nonaggressive	1	1562
nonparametric	1	300
nsaid	1	1562
ocular	1	920
odds	1	1072
older	1	1274
optimal	1	345
origin	1	566
outcome	1	177
ovarian	1	392
pairwise	1	920
partially	1	1274
patient	1	102
penetrance	1	418
people	1	1562
perform	1	1072
personalized	1	481
phase	1	608
pleiotropic	1	300
pleiotropy	1	287
plot	1	1274
pooled	1	608
potential	1	314
ppl	1	1562
practical	1	920
principal	1	345
prior	1	446
profile	1	326
promoter	1	566
proportion	1	652
prospective	1	523
provides	1	608
pulse	1	1562
pvalue	1	1274
quasilikelihood	1	1562
rate	1	195
receptor	1	256
reduce	1	808
regressionbased	1	652
regulation	1	719
regulatory	1	608
relevant	1	1072
reproducibility	1	1562
responsible	1	1274
retrospective	1	608
role	1	189
san	1	920
scale	1	231
schizophrenia	1	231
screening	1	256
search	1	224
secondary	1	446
select	1	920
semiparametric	1	566
short	1	1274
sibling	1	300
sibpair	1	300
sibpairs	1	1072
silico	1	1072
simple	1	481
simulation	1	171
single	1	195
size	1	145
smoke	1	566
smoking	1	126
snpsnp	1	808
sparse	1	446
specific	1	256
status	1	446
stratified	1	392
strong	1	369
structural	1	523
structured	1	566
subgroup	1	652
t2d	1	1562
tag	1	1562
taking	1	920
tdt	1	326
technique	1	808
telomere	1	920
three	1	481
trajectory	1	719
transcription	1	1072
tree	1	446
twin	1	392
typed	1	1274
uk	1	177
uncertainty	1	719
underlying	1	300
unknown	1	808
validation	1	719
value	1	300
variability	1	719
variable	1	137
variance	1	151
ventricular	1	719
visualizing	1	1072
vitamin	1	652
way	1	808
wholegenome	1	418
