Word	Frequency	Overall Rank
epidemiological	1	808
estimating	1	134
estimator	1	808
estrogen	1	920
evaluation	1	114
expression	1	59
extending	1	1072
extent	1	1072
fasting	1	652
fetal	1	369
fhs	1	920
fibrosis	1	287
first	1	652
followup	1	566
founder	1	608
freedom	1	1274
french	1	256
function	1	131
functional	1	126
genegene	1	88
general	1	256
genomic	1	73
genotyping	1	206
glucose	1	523
group	1	314
growth	1	392
haplotype	1	25
hardyweinberg	1	523
hdl	1	481
healthy	1	418
hereditary	1	481
highorder	1	1072
hla	1	256
hyperlipidemia	1	1274
hypertension	1	345
hypothesis	1	608
ibd	1	446
identify	1	81
identifying	1	88
illness	1	1562
implication	1	314
improvement	1	808
inbred	1	1274
inbreeding	1	1274
increase	1	481
index	1	195
indian	1	608
indirect	1	920
infant	1	920
inference	1	171
influence	1	159
informative	1	481
insulin	1	345
interactive	1	1274
interacts	1	1274
intermediate	1	808
international	1	808
investigate	1	418
issue	1	392
known	1	446
ld	1	300
left	1	566
length	1	808
leptin	1	1274
life	1	481
limitation	1	1072
lipid	1	369
literature	1	1562
localization	1	481
localizing	1	1274
longitudinal	1	93
lung	1	59
main	1	1562
major	1	213
map	1	369
markov	1	719
maternal	1	242
maximum	1	418
mean	1	1274
measure	1	165
measurement	1	392
meta	1	159
metabolic	1	151
metabolism	1	523
mining	1	523
mode	1	1274
modelfree	1	920
modifier	1	326
monte	1	920
montecarlo	1	1562
multiallelic	1	1274
multifactorial	1	652
multiplicative	1	1274
mutation	1	121
nigerian	1	1274
nonrandom	1	920
north	1	652
npl	1	1562
nucleotide	1	326
null	1	920
number	1	103
obesity	1	165
one	1	369
onset	1	123
oral	1	392
order	1	523
pairwise	1	920
parental	1	392
parentoforigin	1	446
partitioning	1	1072
pattern	1	206
physiological	1	1274
polygenic	1	43
potential	1	314
powerful	1	177
prediction	1	43
predictive	1	277
pressure	1	159
problem	1	523
program	1	523
pvalues	1	608
randomization	1	59
reducing	1	1274
reduction	1	218
region	1	73
relation	1	326
report	1	1072
required	1	1562
residual	1	808
respiratory	1	1274
resting	1	1562
reveals	1	131
review	1	652
revisited	1	808
robust	1	165
sample	1	34
san	1	920
screen	1	481
sequential	1	345
sexspecific	1	446
sib	1	287
sibpairs	1	1072
simulated	1	652
simulation	1	171
single	1	195
skeletal	1	1274
sle	1	808
small	1	523
smoking	1	126
south	1	523
specific	1	256
sporadic	1	920
status	1	446
stochastic	1	566
stoppage	1	1562
stratification	1	151
stratified	1	392
strong	1	369
subpopulation	1	1274
successful	1	1274
support	1	1274
survival	1	159
syndrome	1	131
technique	1	808
three	1	481
tightly	1	1072
trend	1	1072
trial	1	719
two	1	108
twophase	1	920
twostage	1	326
u	1	719
unrelated	1	566
use	1	177
validity	1	1072
ventricular	1	719
weighting	1	1072
wise	1	1274
within	1	277
without	1	481
woman	1	189
year	1	1274
