Year	Page	Abstract
2020	65	Genome wide gene environment interaction study for breast cancer risk in European women, using data from the Breast Cancer Association Consortium
2020	65	Investigation of genetic risk modifiers of leg ulcer development in sickle cell patients using whole genome sequencing
2020	65	Metabolomic signatures of microRNAs in cardiovascular traits A Mendelian randomization analysis
2020	65	On a novel statistical method for integrating multi omics data
2020	65	Functional characterization of a variant for defining the target genes and their mechanistic underpinnings contributing to SLE susceptibility
2020	65	Omnigenic, polygenic or stratagenic? And why it matters for personalised medicine
2020	65	Genome wide analysis of copy number variation and normal facial variation in a large cohort of Bantu Africans
2020	65	Effect of AGER by smoking Interaction on lung function A genome wide interaction study
2020	65	Shared genomic segment analysis via equivalence testing
2020	65	Validation of genetic markers for prognosis in colon cancer patients treated with oxaliplatin based chemotherapy
2020	65	Network analysis with multi omics data using graphical LASSO
2020	65	Genome wide analyses identify novel variants associated with degree of depression and reveal importance of HDL cholesterol level
2020	65	Systematic analysis of population and familial effects in developmental
2020	65	Exploring the genetic architecture of stuttering the human neurological proteome using whole genome sequencing
2020	65	Brain cell types contributing risk to reading associated traits
2020	65	Climate change and increasing emergence of Nipah virus Ecological niche model to understand the current and future risk areas under different scenarios
2020	65	Genome wide association study of resistance to tuberculosis infection in exposed individuals from various endemic settings
2020	65	Imputation of the plasma proteome reveals novel associations with inflammatory diseases
2020	65	Large scale genomic analyses reveal insights into pleiotropy across circulatory system diseases and central nervous system disorders
2020	65	Polygenic risk scores Is there a need for a more accurate classification within ethnicities?
2020	65	Mitochondrial genetic regulation of mitochondrial DNA gene expression in blood
2020	65	Multiethnic study of genetics of dyslipidemia No evidence of cardio protective role of rare variants in the Apo CIII in non European populations
2020	65	Strength of polygenic risk score for type
2020	65	diabetes in Arab population
2020	65	Understanding the contribution of known cardiovascular related genes to sudden cardiac death in patients undergoing hemodialysis
2020	65	MixFAR A multiphenotype association model that detects structure in secondary phenotype space and increases power of association tests
2020	65	Applying a phenome risk score based model to identify undiagnosed developmental stuttering cases in a Biobank for genome wide association analysis
2020	65	Added value of biomarkers and polygenic risk scores as risk factors for coronary artery disease
2020	65	Polygenic risk scores for lung cancer in Chinese and Caucasian populations
2020	65	Development and validation of risk prediction model for lung cancer in Chinese populations A prospective cohort study of 0.5 million adults
2020	65	Identifying, testing, and correcting for bias in Mendelian randomization analyses using gene by environment interactions
2020	65	Using imputed genotype data in the joint score tests for genetic association and gene environment interactions in case control studies
2020	65	Benefits of phased whole genome sequence Examples from cystic fibrosis (CF)
2020	65	Assessment of imputation quality Comparison of phasing and imputation algorithms in real data
2020	65	Heterogeneity in obesity and its consequences on health
2020	65	Combining human and artificial intelligence Ensemble of convolutional neural networks for disease prediction from microbiome data
2020	65	Proteomic profiling and protein coregulatory network in plasma, cerebrospinal fluid, and brain tissues for Alzheimer's disease
2020	65	A systematic review on the use of methods for left censored biomarker data
2020	65	QCprocSE R package for quality control of processed gene expression data from microarray or RNA seq experiments
2020	65	Integration of high dimensional omics data using sparse orthogonal
2020	65	way partial least squares
2020	65	A Mendelian randomisation method for complex disease exposures
2020	65	Potential predictive factors for breast cancer subtypes from a North Cyprus cohort analysis
2020	65	Testing for the absence of causal effects Mendelian randomization turned
2020	65	Age Prediction in Targeted Whole around Genome Methylation Data
2020	65	Using off target data from whole exome sequencing to improve genotyping accuracy, association analysis, and polygenic risk prediction
2020	65	Efficient simulation of ancestry in large datasets
2020	65	Whole exome sequencing of severe asthma identifies novel gene association candidates
2020	65	A novel powerful eQTL weighted gene based association test using GWAS summary data
2020	65	Genetic colocalisation networks to inform and validate biological protein interactions
2020	65	Incorporating multiple sets of eQTL weights into gene by environment interaction analysis identifies novel susceptibility loci for pancreatic cancer
2020	65	Using polygenic, APOE and familial risk for Alzheimer's to identify potential mediators of Alzheimer's disease in the UK Biobank
2020	65	Variable selection in nonparametric additive quantile regression for genetic or genomic data with a priori information
2020	65	Exploiting polygenic risk scores and family data in the UK Biobank to infer de novo or rare deleterious alleles
2020	65	Prism vote A stratified statistical framework to perform prediction for
2020	65	Genome wide DNA methylation complex diseases profiling reveals diagnostic biomarkers for esophageal squamous cell carcinoma
2020	65	A fast clustering algorithm and sampling strategy implemented in preparing samples for a large multiethnic genome wide meta analysis to identify lung cancer susceptibility
2020	65	Incorporation of rare genetic variants improved the prediction performance of polygenic risk score
2020	65	Clustering of human microbiome sequencing data A distance based unsupervised learning model
2020	65	Whole genome sequencing of skull base chordoma reveals genomic alterations associated with local recurrence and chordoma specific survival
2020	65	Population pharmacogenomics Enrichment of ancestry informative markers in pharmacogenetic loci
2020	65	Identifying differentially methylated
2020	65	Effect of dimension reduction using regions via sparse conditional Gaussian local principal components in regression graphical models based multi SNP analysis
2020	65	Platforms comparison and bias
2020	65	hESCCs express albumin to assist correction for measuring DNA metastasis through JunD phosphorylation methylation The Illumina beadchip versus custom capture bisulfite sequencing
2021	67	Obesity Partially Mediates Sex Differences in Cardiovascular Profiles Associated with Polycystic Ovary Syndrome Genetic Risk
2021	67	An Efficient Score Test Procedure for Association Analysis of Genomic Sequences
2021	67	A Multivariate Genome-Wide Association Study of Psycho-Cardiometabolic Multimorbidity
2021	67	HaploGC - Constructing Haplotypes of Exceptional Quality in Families
2021	67	Genotype-Based Microrna Expression and Gallbladder Cancer Risk
2021	67	Multi-Trait Analysis Of Multiple Related Cardiovascular Traits Identifies Novel Loci for Fibromuscular Dysplasia
2021	67	Polymethylation Scores for Prenatal Maternal Smoke Comparison of Power to Detect Epistatic Interactions Exposure Persist Until Age
2021	67	and Are Detected in of Causal Variants Between Recurrent Weighted Saliva Replanting and Other Machine Learning Approaches Background Methods Results
2021	67	Investigating the Causal Role of Inflammation on Parkinson’s Disease by a Bi-Directional Mendelian Randomization Approach Conclusion
2021	67	Evaluation of A Region-Based Approach for Localization of Causal Variants (73/150 Char)
2021	67	Simulated Data Provides Insight on Optimal Control Method for Confounders
2021	67	Gene-based Association Tests Using GWAS Summary Statistics and Incorporating eQTL
2021	67	Metabolic Features of Colorectal Cancer Liability Life Course Study Integrating Genetic Risk with Repeated Metabolomics
2021	67	Deep Learning-based Feature Extraction in Neuroimaging Genetics for Alzheimer’s Disease
2021	67	A Genealogical Estimate of Genetic Relationships to Improve Detection of Population Structure Over Time
2021	67	Functional Response Regression Model on Correlated Longitudinal Microbiome Sequencing Data
2021	67	Investigating a Causal Role for Neutrophil Count on P. Falciparum Severe Malaria A Mendelian Randomization Study
2021	67	Genetic Analyses of Common Infections in the Avon Longitudinal Study of Parents and Children Cohort
2021	67	Application of Polygenic Risk Scores to Admixed Hispanic Samples Introduction Methods Results Conclusion
2021	67	Prevalence of Individuals with Variants Consistent with Smith-Lemli-Opitz Syndrome in
2021	67	Subjects with Autism Leveraging Transcriptome Imputation to Identify Risk Genes for Crohn’s Disease in African Americans
2021	67	Effects of Rare, Functional Variants on Risk of Common Phenotypes in 200,000 Exome-sequenced UK Biobank Participants
2021	67	Phenotypic Manifestations of Genetic Liability to Neuroticism Across Childhood A UK Prospective Birth Cohort Study Introduction Materials and Methods Results Conclusions
2021	67	Genome-wide Polygenic Risk Score of Prostate Cancer in African and European Ancestry Men
2021	67	Individuals of African Ancestry Share HLA Alleles Protective Against Tuberculosis and Sarcoidosis
2021	67	Assisted Reproductive Technologies Reduce Less is More An Unbiased and Versatile Estimator of Fetal Growth and Alter Maternal and Fetal DNA Genetic Variance Using Summary Statistics Methylation
2021	67	An Analysis of Methods for Phenotype Prediction from Genetic Data
2021	67	Leveraging Extreme Phenotype at Multi-Omics to Identify Biomarkers for Early-stage Lung Cancer Survival
2021	67	Sparse Canonical Correlation Analysis to Detect Stochastic Functional Linear Models for Gene- Trans-Regulated Genes and Proteins Related to Traits based Association Analysis of Complex Traits in Longitudinal Studies Background Methods Results
2021	67	A New Powerful Unsupervised Random Forests Conclusion Proximity Measure
2021	67	Identifying Common Genetic Susceptibility Underlying Comorbid Phenotypes Using Binomial Regression
2021	67	Current Methods Integrating Variant Functional Annotation Scores Have Limited Capacity to Improve Power of GWAS
2021	67	Tissue-specific Regulation of mtDNA Encoded Genes
2021	67	Adjusting for Principal Components Can Induce Spurious Associations in Genome-Wide Association
2021	67	Studies in Admixed Populations Combining Mendelian Randomization and Randomized Control Trial Study Designs to Determine Effects of Adiposity on the Plasma Proteome
2021	67	When DNA Methylation (5-Methylcytosine at CpG) Meets SNP
2021	67	Computationally Efficient, Exact, Multimarker Omnibus Tests by Leveraging Individual Marker Summary Statistics from Large Biobanks
2021	67	Assessing the Causal Impact of Adiposity Variation on Rates of Hospital Admission Application of Mendelian Randomization
2021	67	Comparing Gene Expression Across Paired Human Airway Models for Cystic Fibrosis Precision Medicine
2021	67	Multiclass Regularized Regression Integrating Prior Information Introduction Methods Results and Conclusions
2021	67	Funding Association of Classic HLA Alleles with 28-day Sepsis Survival in GEN-SEP
2021	67	Regional Variation of Imputation Accuracy in France
