Year	Page	Abstract
1999	40	Colorectal cancer with defective DNA mismatch repair is associated with alpha-1 antitrypsin deficiency heterozygosity and history of cigarette smoking
1999	40	A low level of response to alcohol and its relation to alcoholism
1999	40	Recent Genetic Findings in Bipolar Disorder
1999	40	Evidence for a shared genetic susceptibility to epilepsy and febrile convulsions a familial aggregation analysis
1999	40	A Single, Sequential, Genome-Wide Test to Simultaneously Identify All Promising Areas in a Linkage Scan
1999	40	Evidence that diastolic blood pressure links to two loci in Mexican Americans
1999	40	False positives and false negatives in variance components linkage analysis of quantitative traits using SEGPATH
1999	40	Statistical Strategies to Distinguish the Effects of Maternal and Offspring Genes in the Etiology of Nonsyndromic Oral Clefts
1999	40	Apolipoprotein E frequencies in an elderly population
1999	40	Evaluation of Candidate Genes in Family Studies GEE and Bootstrap Approaches
1999	40	Shared genes influence quantitative variation in plasma levels of nitric oxide and LDL-related phenotypes in the San Antonio Family Heart Study.
1999	40	Genome wide linkage analysis using genetic variance effects of asthma-associated binary, censored and continuous traits.
1999	40	Detection of Interaction between Loci in Genome Scans
1999	40	Influence of individuals or sibships in QTL linkage studies
1999	40	Power of the affected-sib pair with assortative mating and cultural transmission
1999	40	Childhood antisocial behavior and dopamine genes Testing for mediation via regression-based extensions of the TDT
1999	40	Age-dependent penetrances among carriers of NAT2 polymorhisms with mutations in DNA mismatch repair genes
1999	40	A new explicit algorithm to calculate identity by descent probabilities for pairs of relatives with respect to two linked loci
1999	40	Measured haplotype analysis of the Angiotensin-I converting enzyme (ACE) gene in Jamaican subjects
1999	40	Using Categorical Path Analysis to Estimate Direct and Indirect Effects of Genetic and Environmental Risk Factors in Epidemiologic Studies
1999	40	Transmission disequilibrium analysis to identify a modifier gene for cystic fibrosis (CF) in the chromosome 19q13.2 region.
1999	40	Identifying false linkage signals from neural networks
1999	40	Evaluating The Evidence For A Relationship Between Fatty Acid Levels And Atopy In An Isolated Caucasoid Population.
1999	40	Estimation of variance components in an inbred pedigree
1999	40	Effect of apoE polymorphism on -lipoproteins in Mexican Americans
1999	40	Multipoint disequilibrium mapping by the decay of haplotype sharing
1999	40	Evaluating evidence for association of IL-4 and IL-4 receptor (IL-4r) polymorphisms with occupational allergy
1999	40	Linkage disequilibrium between IL-4 receptor polymorphisms in various samples of populations
1999	40	Genetic Epidemiology of the GENNID study I covariate-adjustment and linkage analysis in the Mexican-American cohort.
1999	40	Maternal Multivitamin Use, Genetic Variation in Folate Metabolism and Risk of Oral Clefts Purpose Methods
1999	40	The estimation of family correlations under Results nonrandom sampling Conclusion
1999	40	Linkage disequilibrium of
1999	40	SNPs within a
1999	40	kb region of the AI-CIII-AIV gene cluster in Familial Combined Hyperlipidemia (FCH) probands and spouses
1999	40	Robustness of the single-locus model for a two- locus quantitative trait
1999	40	Evidence for genetic influences on the change in percent body fat over time in Mexican Americans. Factor
1999	40	MVI3 MVA Factor
1999	40	MVE MVA
1999	40	Kinship Inference Using Identity-By-State Information
1999	40	Sibling Correlations of Echocardiographic Left Ventricular (LV) Measurements Derived from Factor Models The HyperGEN Study
1999	40	Factor
1999	40	PWT IVSD LVID Identifying a functional polymorphism through linkage analysis conditional on measured genotype Factor
1999	40	ESSM FS LVID
1999	40	Gene-environment interaction models for complex traits with molecular discrete data application of structural modelling to Mood Disorders.
1999	40	A survey of genome scan linkage results from human complex diseases and traits do loci cluster and why?
1999	40	Power of Quantitative Transmission Disequilibrium Test in evaluating the genetic components of pharmacological response in psychiatric disorders.
1999	40	A stepwise oligogenic segregation analysis showed the existence of a second major locus underlying serum angiotensin I-converting enzyme levels.
1999	40	Comparison of Generalized Estimating Equations, Logistic Regression and Haseman-Elston Regression for a Dichotomous Trait.
1999	40	Penetrances of BRCA1 mutations
1999	40	Rheumatoid arthritis severity and dosage of the shared epitope Results of a meta-analysis.
1999	40	Genetic factors may influence latent class membership for ADHD and its comorbid traits.
1999	40	Phenotypic assortment for height reconsidered
1999	40	Inference in Genetic Association Studies with highly polymorphic Markers.
1999	40	Incorporation of covariates in multipoint model- free linkage analysis of binary traits using the MLB method.
1999	40	Precision Mapping of Human QTLs by Combined Linkage/Disequilibrium Analysis
1999	40	A genome-wide linkage analysis of blood pressure and heart rate in the Québec Family Study using a variance components approach (SEGPATH)
1999	40	MILC a new statistic to search for multifactorial diseases susceptibility genes in founder populations
1999	40	[Invited Speaker] Under what conditions are association studies more efficient than family studies for gene mapping?
1999	40	[Presidential Address] Genetic Epidemiology with a Capital E
1999	40	[Invited Speaker] Methods for detecting gene-gene interaction using affected sib pairs.
1999	40	[Invited Speaker] Whole-genome association studies which strategy to develop ?
2000	45	Analytic Studies of Penetrance under Inaccurate Reports of Family History
2000	45	A Case-Combined Design Using Both Population Based- and Related-Controls A Potential Alternative for Increasing Power in Gene- Environment Interaction Detection
2000	45	Models for Familial Breast Cancer Incorporating BRCA1, BRCA2 and Other Genes
2000	45	A Population-Based Family Study on Colorectal Cancer Familial Risk Estimation
2000	45	Genotyping with Temporal Temperature Gradient, Constant Denaturant Capillary Electrophoresis (CDCE)
2000	45	Effect of Stratifying by Linkage at Known Loci in Assessing a Genome-Wide Scan of Familial Prostate Cancer
2000	45	Sequential Designs for Genetic Epidemiological Studies A Review on the Literature
2000	45	African-American Hereditary Prostate Cancer Consortium A Genetic Linkage Study
2000	45	[Invited Speaker] Critical Issues in Quantitative Trait Linkage Analysis
2000	45	Complex Diseases in Founder Populations Use of Closely Related Affected Individuals
2000	45	Evaluation of Multivariate Reduction Techniques for Deriving Informative Phenotypes for Genetic Linkage Analysis
2000	45	Westernization and Family History as Determinants of Breast Cancer Risk in Asian American Women
2000	45	Segregation Analysis of the Respiratory Disturbance Index (RDI) in African-Americans and European- Americans
2000	45	Adjusting for Ascertainment in Gibbs Sampling Based Generalized Linear Mixed Models (GLMMs)
2000	45	Power to Detect Gene-Environment Interactions in Complex Diseases by Combined Segregation- Linkage Analysis With and Without Linkage Disequilibrium
2000	45	Why Are Genome Scans of Multifactorial Diseases So Discordant?
2000	45	Gene Polymorphisms and Risk for Breast Cancer by Age
2000	45	in Germany
2000	45	Oligogenic Segregation Analysis of Prostate Cancer Pedigrees Using Markov Chain Monte Carlo Methods
2000	45	Trend-TDT A New Transmission Disequilibrium Based Test to Detect Trends in Response to Increasing Allele Length of Functional Mini/ Microsatellites
2000	45	An Agent-Based Computer Simulation Program to Analyze Genetic Systems
2000	45	Statistical Modeling of Inter-Locus Interactions in a Complex Disease Rejection of the Multiplicative Model of Epistasis in Type
2000	45	Diabetes
2000	45	Modeling Susceptibility to Colorectal Cancer Using Segregation Analysis
2000	45	GoM Maps IDDM11 to Chromosome 14q24.3-q31 and Demonstrates the Relative Contribution of HLA-DR and -DQ to IDDM in Multiplex Families
2000	45	[Invited Speaker] Approaches to LD-Mapping Using Multiple Markers
2000	45	Oligogenic Segregation Analysis to Estimate Modifier Loci in PS2 Alzheimer’s Disease Pedigrees
2000	45	Distribution of the Cystic Fibrosis Allele DF508 in North and South America
2000	45	Candidate Genes for Alopecia Areata
2000	45	Localizing Small Gene Effects in Complex Diseases
2000	45	Transformation of Left Ventricular (LV) Phenotypes in a Genome Scan in the NHLBI’s Framingham Heart Study (FHS)
2000	45	Fetal Growth and the Heritability of Fasting Insulin Concentrations in Healthy Adults
2000	45	No Association Between Alpha-2-Macroglobulin and Alzheimer Disease in Texans
2000	45	Generalized Statistics for Testing Haplotype Frequency Differences Between Groups
2000	45	A Randomization Test for Meta-Analysis
2000	45	[Invited Speaker] Maximum Likelihood Inference for Linkage Disequilibrium Mapping
2000	45	Statistical Models of Prediction of Tolerance to Alcohol
2000	45	A Mixture Analysis Approach for Addressing Multiple Comparisons, with an Application to Gene-Expression Data
2000	45	Joint Oligogenic Segregation and Linkage Analysis of Plasma HDL Levels in Familial Combined Hyperlipidemia Pedigrees
2000	45	Genotype Wise Calculation of Detection Rates for Pedigree Errors in SNPs
2000	45	Gene-Environment Interaction and Affected-Sib Pair Linkage Analysis
2000	45	Statistical Properties of the TDT in Presence of Inbreeding
2000	45	Evaluating the Power and Validity of a Two-Stage TDT for Quantitative Traits in Pedigree Data
2000	45	A Bayesian Approach to the Transmission Test for Linkage Disequilibrium
2000	45	Deciphering the Genetic Architecture of a Multivariate Phenotype
2000	45	Comparison of Case-Control Designs Using Unrelated or Related Controls for Detecting Gene- Environment (G E) Interaction
2000	45	[Presidential Address] Genetic Epidemiology
2000	45	and Beyond
2000	45	Analysis of Prostate Cancer Loci Considering Clinical Characteristics
2000	45	Regression Modeling of Sibpairs and Affected Relative Pairs Used to Identify Linkage and Epistasis in Families Multiplex for Systemic Lupus Erythematosus
2000	45	Joint Analysis of Linkage and Linkage Disequilibrium on Multiallelic Marker Data Reducing the Number of Degrees of Freedom
2000	45	Model-Free Linkage Analysis Incorporating Disease Epidemiology
2000	45	Why are We Weighting? The True Type I Error Rate of Likelihood-Ratio Affected Sib-Pair Analysis on Multiplex Sibships
2000	45	A Generalized Regression Procedure for Mapping Complex Diseases by Linkage-Disequilibrium and Population-Based Samples
2000	45	A Genome Scan for Susceptibility Loci to Lipids in the Amish
2000	45	The Null Distribution of the Heterogeneity Lod Score (HLOD) Does Depend on the Assumed Genetic Model for the Trait
2000	45	Admixture Association in Genetic Epidemiology
2000	45	Adjusting for the Non-Independence of Pairs in the Conditional Logistic Model for Affected-Relative- Pair Linkage
2000	45	A New Hardy-Weinberg Disequilibrium Measure for Fine-Scale Genetic Mapping
2000	45	Measurement of Paraoxonase Phenotype is Required to Detect or Genotype Effects in Carotid Artery Disease
2000	45	The Score Statistic of the LD-LOD Analysis Detecting Linkage Adaptive to Linkage Disequilibrium
2000	45	Ascertainment Corrections in Two-Phase Sampling Designs for Segregation and Linkage Analysis
2000	45	A Follow-Up Linkage Study Supports Evidence for a Bipolar Affective Disorder Locus on Chromosome 21q22
2000	45	Genetic Linkages to Human SLE in
2000	45	Multiplex Pedigrees
2000	45	Stochastic Properties of p-values Associated With the Haseman-Elston Sib-Pair Linkage Test Under Alternative Hypotheses
2000	45	Single Nucleotide Polymorphisms (SNPs) in Alcohol Dehydrogenases and Risk of Oral Clefts in Humans Different Effects of Maternal and Child Genotypes
2000	45	Testing Linkage Disequilibrium in Sibships Using Conditional Logistic Regression with Robust Variance Estimators
2000	45	Power of QTL Variance Component Linkage Analysis Methods
2000	45	Combinatorial Partitioning Reveals Interactive Effects of the and Polymorphisms on Plasma PAI-1 Levels
2000	45	Detecting Linkage in the Presence of Heterogeneity for Affected Sib-Pair Data
2000	45	A Multipoint NPL Regression Analysis of a Genome Scan Data Set in Systemic Lupus Erythematosus
2000	45	The Heterogeneity Lod Cannot be Used to Estimate the Population Proportion of Linked Families
2000	45	Statistical Methods for Human Nondisjunction Data
2000	45	A First Trial of Retrospective Collaboration for Positional Cloning in Complex Inheritance Assay of the Cytokine Region on Chromosome
2000	45	by the Consortium on Asthma Genetics (COAG)
2000	45	Heritability of Resting Metabolic Rate in a Lean Nigerian Population
2000	45	Power to Detect Linkage Using Sex-Averaged vs. Sex-Specific Lod Scores
2000	45	Transmission/Disequilibrium Strategy in Complex Traits
2000	45	A Major Locus Underlies the Inheritance of the Ratio FEV /FVC, Which is a Determinant of
2000	45	Airways Obstruction
2000	45	Genetics of Attention Deficit Hyperactivity Disorder A Meta-Analysis
2000	45	Estimation of Linkage and Association from Allele Transmission (TDT) Data
2000	45	Prostate Cancer Study in African-American Population Problems and Successful Strategies with Minority Recruitment
2000	45	Effects of Misspecification of Allele Frequencies on the Power of Haseman-Elston Sib-pair Linkage Method in Quantitative Trait Models
2000	45	Case/control Family Study Design to Investigate the Genetics of Autonomic Nervous System Dysfunction
2000	45	Evaluating Epistasis By Testing Change In Regression Slope Using Stratified Relative-Pair Analysis
2000	45	Genotype by Smoking Interaction for Leptin Levels in the San Antonio Family Heart Study
2000	45	Parent-of-Origin Effects of the Specific Response to Allergens in the French EGEA Study
2000	45	Familial Resemblance of Some Intermediate Phenotypes of Hypertension in Two U.S. Sub- Populations
2000	45	A Cellular Automata-Based Pattern Recognition Approach to Identifying Gene-Gene and Gene- Environment Interactions
2000	45	Clustering Methods Applied to the Allele-Sharing Data in an Alzheimer’s Disease and a Simulated Dataset
2000	45	Genotype Interacts with Glucose Tolerance Status to Influence Obesity Traits in American Indians The Strong Heart Family Study
2000	45	Does Accounting for Gene-Environment (G E) Interaction Increase the Power to Detect the Main Effect of the Gene?
2000	45	Multipoint IBD Estimates for General Pedigrees
2000	45	A Quantitative Estimate of Individual Genetic Vulnerability for a Complex Trait Application to Bipolar Illness
2000	45	Power of Genomewide Association Studies of Complex Disease Genes Statistical Limitations of Direct and Indirect Approaches
2000	45	A Retrospective Collaboration on Chromosome
2000	45	by the International Consortium on Asthma Genetics (COAG) Localization of a Novel Gene Regulating Lung Function to the 5q Cytokine Cluster
2000	45	Powerful LD Mapping with SNPs by Data Mining Methods
2000	45	Power to Reconstruct the Genotype of a Missing Individual
2000	45	Haseman and Elston Revisited The Effects of Asertainment and Residual Familial Correlations on Power to Detect Linkage
2000	45	Locus Heterogeneity Based Upon Age of Diagnosis in Type
2000	45	Diabetes
2000	45	A Genome Screen for Atopy
2000	45	Hierarchical Agglomerative Nesting of Gene Expression Levels from cDNA Microarrays
2000	45	Detection of High-Order Interactions Among Estrogen Metabolism Genes in Sporadic Breast Cancer
2000	45	Linkage Heterogeneity Extending the Mixture Likelihood to Include Pedigree Covariates
2000	45	Confirmatory Evidence of Linkage to 7Q for Autism Based on Combined Analysis of Three Independent Data Sets
2000	45	The Relative Efficiency of Using Related Cases in Case-Control Studies of Candidate Genes
2000	45	Evaluating the Genetic Contribution to Change in Quantitative Traits the Framingham Heart Study
2000	45	Conditional Predictive Ordinates for Generalized Linear Mixed Models Fitted to Censored Survival Phenotypes Using Gibbs Sampling
2000	45	A New Weighted Mean Proportion of Marker Alleles Identical by Descent Test for Linkage in Affected Sib Pairs
2000	45	The Effect of Non-Random Ascertainment on the Power of the Variance Components Method for Linkage Analysis
2000	45	agal Hypertonia Mode of Inheritance and Relation with Sudden Infant Death Syndrome
2000	45	Ascertainment Bias in Family Studies for Estimating Gene-Environment Interaction Effects
2000	45	Multipoint Mapping of QTL in Arbitrary Pedigrees Accounting for Polygenic Effects
2000	45	The Effect of “Stoppage” on Segregation Ratio Estimation
2000	45	Genetic Epidemiology of Diabetes with Onset within One Year of Life
2000	45	The Effect of Allele Frequency Misspecification on Affected Sibpair Linkage Studies
2000	45	Meta Analysis of Relative Penetrance Rank Order Statistics with Application to HLA DR-DQ Genes and Type
2000	45	Diabetes
2000	45	Affected Sibpair Linkage Analysis in Inbred Populations with Missing Parental Genotypes
2000	45	Summed vs. Averaged Lod Scores Which Represents the True Evidence for Linkage Based on Multiple Independent Data Sets?
2000	45	Longitudinal Quantitative Genetic Analysis of Childhood Skeletal Maturation
2000	45	On the Maximization Procedure of the
2000	45	Heterogeneity LOD in GENEHUNTER Accuracy of the “Mendell-Elston” Approximation Depends on Pedigree Arrangement
2000	45	Algorithmic Improvements to Markov-Chain
2000	45	Monte-Carlo Pedigree Analysis Genomic Adjustment for Population Stratification in Association Studies
2000	45	Multipoint Linkage Disequilibrium Fine-Scale Mapping of Quantitative Trait Locus
2000	45	Extent of Linkage Disequilibrium in Human Populations and Their Implication in SNP Mapping
2000	45	Physiological and Statistical Genetic Models of Epistasis
2000	45	Transmission/Disequilibrium Tests Using Multiple Tightly Linked Markers
2000	45	Linkage Disequilibrium Mapping Using Genotype Data
2000	45	Disease Causality of Missense Mutations a Hierarchical Approach
2000	45	Linkage and Association Analysis of Angiotensin I- converting Enzyme (ACE) Gene Polymorphisms with ACE Activity and Blood Pressure
2001	16	Distribution-Free Maximum Likelihood TDT for Quantitative Traits in Nuclear Families
2001	16	Joint Effects of HLA Loci in Causing Rheumatoid Arthritis
2001	16	A Comprehensive Model for Familial Breast Cancer Incorporating BRCA1, BRCA2 and Other Genes
2001	16	Linkage of Multiple Structural and Functional Cardiac Phenotypes to Chromosome
2001	16	The HyperGEN Study
2001	16	Automated Versus One Model-at-a-Time Segregation analysis
2001	16	Breast and Ovarian Cancer Co-Incidence May Be a Marker of Heterogeneity in Hereditary Prostate Cancer
2001	16	A Genome-Wide Scan of Finnish Hereditary Prostate Cancer Families Identifies Chromosomes 11, X and Other Regions of Interest.
2001	16	[INVITED SPEAKER] Study Designs to Detect Gene Environment and Gene–Gene Interactions in Oral Clefts
2001	16	Gene-Environment Interaction between Poly(ADP- ribose)polymerase activity, Smoking and Alcohol A Case-Control Study on Laryngeal Cancer
2001	16	Family-Based Tests of Association in the Presence of Consanguinity
2001	16	Genome-Wide Linkage Analysis of Obesity-Related Traits in the NHLBI Family Heart Study (FHS)
2001	16	Optimized Group Sequential Study Designs for Tests of Genetic Linkage in Complex Diseases
2001	16	Missing Data in Haplotype Analysis
2001	16	DNA Repair and Survival in Patients with Non- Small Cell Lung Cancer Methods Results Conclusion
2001	16	Complete Enumeration Methods for Power and
2001	16	Sample-Size Calculations for the Transmission/ Segregation Analysis of Lung Cancer — Results of Disequilibrium Test a Case-Family Study. Objectives Methods
2001	16	Power of Sib Pair Analysis of Diseases with Variable Age-of-Onset in the Presence of Gene– Environment Interaction Results Conclusions
2001	16	Linkage Analysis of the Respiratory Disturbance Index in African Americans and Caucasians
2001	16	Genetic Epidemiology of Hepatitis Infection in the Brazilian Western Amazon Region.
2001	16	Analysis Of Accumulating Data In Genomewide Studies of Affected Sib Pairs
2001	16	Sufficient Cause Model for Gene–Environment Interaction
2001	16	The Closed Biological Set — A New Approach in Classifying Small Epitopes
2001	16	On Maximizing Multipoint Heterogeneity Lod Statistics over the Genetic Parameter Space Constrained by Sample Prevalence
2001	16	Overparametrization of Linkage Tests for Multifactorial Diseases
2001	16	Using a Multiple Threshold Liabilty Model in MX to Investigate Linkage of Alcohol Dependence and Related Phenotypes in the COGA Data Set
2001	16	Sample Size Requirements to Control for Stochastic Variation in Magnitude and Location of Allele-Sharing Linkage Statistics in Affected Sibling Pairs
2001	16	A Single Nucleotide Polymorphism Genome Scan for a Novel Glomerulocystic Kidney Disease Locus.
2001	16	Grade-of-Membership Sibpair Linkage Analysis Maps IDDM11 to Chromosome 14q24.3-q31
2001	16	Hierarchical Modeling of Linkage Disequilibrium
2001	16	Segregation Analysis of Colorectal Cancer families Comparison of results from PAP and POINTER.
2001	16	Investigation of Gene–Gene and a Between Gene– Environment Interaction Involving the NAT1 and NAT2 polymorphisms, Associations with Colorectal
2001	16	Cancer/Polyps in the Cleveland Colon Neoplasia Sibling Study An Improved Score for MCMC Genome Screening
2001	16	Linkage Simulation Enhances Decision Making Strategies for Study of Lung Cancer (LC) Pedigrees.
2001	16	A Multivariate Logistic Model for Computing the Likelihood of a Pedigree Without Loops
2001	16	Fine-Scale Mapping with Incomplete Initial Association
2001	16	Power of Variance Component Linkage Analysis to Detect Quantitative Trait Loci in Inbred Sibships
2001	16	The Impact of Heterogeneity on Meta-Analysis of Genetic Linkage
2001	16	Resampling Methods for Linkage Analysis of Quantitative Traits under Heterogeneity
2001	16	Joint Role of HFE Gene Mutations and Environmental Risk Factors in Hepatocellular Carcinoma
2001	16	Comparison of GxE Interaction Detection Methods
2001	16	Malignant Trigenimal Schwannomas in the Rat Reevaluation of Strain-Specific Susceptibility using Haplotype Sharing Methods.
2001	16	Familiality Between Free Fatty Acids and Insulin Sensitivity Before and After 20-Weeks Exercise Training The HERITAGE Family Study.
2001	16	Inconsistent Linkage Results for the Chromosomal Region of the ApoAI-CIII-IV Complex and FCHL An Ascertainment Effect?
2001	16	Molecular and Statistical Analysis of a Novel Susceptibility Gene for Persistent Hepatitis B Virus Infection.
2001	16	Detecting Genotyping Problems by Excess Rates of Homozygous Genotypes Objective Methods Conclusions
2001	16	Cancer Risk in Heterozygotes for Ataxia- Telangiectasia (AT).
2001	16	The Sib-TDT Adjusted For Age Of Disease Onset
2002	51	ABSTRACTS FROM THE ELEVENTH ANNUAL MEETING OF THE INTERNATIONAL GENETIC EPIDEMIOLOGY SOCIETY
2002	51	A genome-wide scan identifies a major locus predisposing to leprosy
2002	51	A locus on chromosome
2002	51	influences levels of tissue factor pathway inhibitor results from the GAIT study
2002	51	The limits of fine mapping
2002	51	Interpretation of European celiac disease linkage studies
2002	51	LD in recently isolated dutch population
2002	51	Evidence for a combined prostate-breast cancer susceptibility locus
2002	51	Clinical heterogeneity in genomic scans of hereditary prostate cancer identified by logistic regression
2002	51	Similar genes effect the expression of 5HIAA and HVA in Vervet monkeys
2002	51	Allele-sharing methods in large pedigrees
2002	51	Quantitative trait analysis of angiotensin- converting enzyme (ACE) levels in relation to haplotypes in the ACE gene
2002	51	Exploring haplotype sharing analysis with SNPs in candidate genes using the GAW
2002	51	simulated data
2002	51	Covariate adjustment for haplotype sharing analysis using mantel statistics
2002	51	An alternative approach to the A-test for estimating linkage parameters in the presence of heterogeneity
2002	51	Simultaneous localization of two linked disease susceptibility genes
2002	51	Genome-Wide linkage analysis of Apo-A1 and ApoB in the sedentary state and the response to training the HERITAGE family study
2002	51	Familial aggregation of asthma-associated quantitative phenotypes in
2002	51	French EGEA families is there evidence for common genetic determinants?
2002	51	Data mining of QTL by covariate interactions influencing BMI to identify linked subgroups using a tree linkage approach
2002	51	An empirical Bayes approach to assessing potential bias in segregation studies due to stoppage effects
2002	51	SNPs random forests and asthma susceptibility
2002	51	Genetic epidemiology study of complex clinical phenotypes in isolated populations
2002	51	SNP subset selection for genetic association studies
2002	51	Analyses of an SLE genome scan prioritizing regions for fine mapping
2002	51	Meta analysis of association of SNPs in HPC2 (ELAC2) and prostate cancer
2002	51	Two single nucleotide polymorphisms in the ACE2 locus are associated with cardiovascular disease
2002	51	Single nucleotide polymorphism genome scan localization of a novel glomerulocystic kidney disease locus to chromosome 11p15
2002	51	Using semiparametric association test to detect genetic association in case-control design under structured population
2002	51	Hierarchical modeling of candidate gene markers and haplotypes
2002	51	Case/pseudo-control analysis in genetic association studies a unified framework for detection of genotype and haplotype associations, gene-gene and gene- environment interactions and parent-of- origin effects.
2002	51	The association of loss of heterozygosity (LOH) in select regions of suspected tumor suppressor genes and survival in squamous cell carcinoma of the head and neck
2002	51	Alzheimer pathogenesis for men and women the 3-year acceleration in tangle stage found for women and jump in amyloid stage in late middle age are mediated independently by APOE4
2002	51	Association studies in candidate genes strategies to select SNPs to be tested
2002	51	Racial differences in elevated cancer risk among relatives of early-onset lung cancer cases
2002	51	Within-family analyses of polymorphism effects adjusted for familial factors, with application to CYP17 and breast cancer
2002	51	Multivariate linkage analysis using phenotypes related to the insulin resistance- metabolic disorder
2002	51	Linkage to candidate genes in the Cleveland Colon Neoplasia Sibling Study the N- acetyltransferase locus and epistatic effects
2002	51	A polymorphism of intron
2002	51	interferon- gamma gene (IFNG) influences immunoglobulin E (IgE) levels in
2002	51	French EGEA families
2002	51	Meta-analysis of linkage studies for complex diseases a simulation study
2002	51	Genetic variation at the scavenger receptor class B type I (SR-BI) gene locus interacts with diabetes in determining plasma lipids The Framingham Offspring Study
2002	51	Exploring the phenotype among alcoholic families associated with
