Year	Page	Abstract
2000	1	Analytic Studies of Penetrance under Inaccurate Reports of Family History
2000	1	A Case-Combined Design Using Both Population Based- and Related-Controls: A Potential Alternative for Increasing Power in Gene- Environment Interaction Detection
2000	2	Models for Familial Breast Cancer Incorporating BRCA1, BRCA2 and Other Genes
2000	2	A Population-Based Family Study on Colorectal Cancer: Familial Risk Estimation
2000	3	Genotyping with Temporal Temperature Gradient, Constant Denaturant Capillary Electrophoresis (CDCE)
2000	3	Effect of Stratifying by Linkage at Known Loci in Assessing a Genome-Wide Scan of Familial Prostate Cancer
2000	4	Sequential Designs for Genetic Epidemiological Studies: A Review on the Literature
2000	4	African-American Hereditary Prostate Cancer Consortium: A Genetic Linkage Study
2000	4	Critical Issues in Quantitative Trait Linkage Analysis
2000	5	Complex Diseases in Founder Populations: Use of Closely Related Affected Individuals
2000	5	Evaluation of Multivariate Reduction Techniques for Deriving Informative Phenotypes for Genetic Linkage Analysis
2000	5	Westernization and Family History as Determinants of Breast Cancer Risk in Asian American Women
2000	6	Segregation Analysis of the Respiratory Disturbance Index (RDI) in African-Americans and European- Americans
2000	6	Adjusting for Ascertainment in Gibbs Sampling Based Generalized Linear Mixed Models (GLMMs)
2000	6	Power to Detect Gene-Environment Interactions in Complex Diseases by Combined Segregation- Linkage Analysis With and Without Linkage Disequilibrium
2000	7	Why Are Genome Scans of Multifactorial Diseases So Discordant?
2000	7	Gene Polymorphisms and Risk for Breast Cancer by Age 50 in Germany
2000	7	Oligogenic Segregation Analysis of Prostate Cancer Pedigrees Using Markov Chain Monte Carlo Methods
2000	8	Trend-TDT: A New Transmission Disequilibrium Based Test to Detect Trends in Response to Increasing Allele Length of Functional Mini/ Microsatellites
2000	8	An Agent-Based Computer Simulation Program to Analyze Genetic Systems
2000	8	Statistical Modeling of Inter-Locus Interactions in a Complex Disease: Rejection of the Multiplicative Model of Epistasis in Type 1 Diabetes
2000	9	Modeling Susceptibility to Colorectal Cancer Using Segregation Analysis
2000	9	GoM Maps IDDM11 to Chromosome 14q24.3-q31 and Demonstrates the Relative Contribution of HLA-DR and -DQ to IDDM in Multiplex Families
2000	9	Approaches to LD-Mapping Using Multiple Markers
2000	10	Oligogenic Segregation Analysis to Estimate Modifier Loci in PS2 Alzheimer’s Disease Pedigrees
2000	10	Distribution of the Cystic Fibrosis Allele DF508 in North and South America
2000	10	Candidate Genes for Alopecia Areata
2000	11	Localizing Small Gene Effects in Complex Diseases
2000	11	Transformation of Left Ventricular (LV) Phenotypes in a Genome Scan in the NHLBI’s Framingham Heart Study (FHS)
2000	11	Fetal Growth and the Heritability of Fasting Insulin Concentrations in Healthy Adults
2000	12	No Association Between Alpha-2-Macroglobulin and Alzheimer Disease in Texans
2000	12	Generalized Statistics for Testing Haplotype Frequency Differences Between Groups
2000	12	A Randomization Test for Meta-Analysis
2000	13	Maximum Likelihood Inference for Linkage Disequilibrium Mapping
2000	13	Statistical Models of Prediction of Tolerance to Alcohol
2000	13	A Mixture Analysis Approach for Addressing Multiple Comparisons, with an Application to Gene-Expression Data
2000	14	Joint Oligogenic Segregation and Linkage Analysis of Plasma HDL Levels in Familial Combined Hyperlipidemia Pedigrees
2000	14	Genotype Wise Calculation of Detection Rates for Pedigree Errors in SNPs
2000	14	Gene-Environment Interaction and Affected-Sib Pair Linkage Analysis
2000	15	Statistical Properties of the TDT in Presence of Inbreeding
2000	15	Evaluating the Power and Validity of a Two-Stage TDT for Quantitative Traits in Pedigree Data
2000	15	A Bayesian Approach to the Transmission Test for Linkage Disequilibrium
2000	15	Deciphering the Genetic Architecture of a Multivariate Phenotype
2000	16	Comparison of Case-Control Designs Using Unrelated or Related Controls for Detecting Gene- Environment (G E) Interaction
2000	16	Genetic Epidemiology: 2001 and Beyond
2000	16	Analysis of Prostate Cancer Loci Considering Clinical Characteristics
2000	17	Regression Modeling of Sibpairs and Affected Relative Pairs Used to Identify Linkage and Epistasis in Families Multiplex for Systemic Lupus Erythematosus
2000	17	Joint Analysis of Linkage and Linkage Disequilibrium on Multiallelic Marker Data: Reducing the Number of Degrees of Freedom
2000	17	Model-Free Linkage Analysis Incorporating Disease Epidemiology
2000	18	Why are We Weighting? The True Type I Error Rate of Likelihood-Ratio Affected Sib-Pair Analysis on Multiplex Sibships
2000	18	A Generalized Regression Procedure for Mapping Complex Diseases by Linkage-Disequilibrium and Population-Based Samples
2000	19	A Genome Scan for Susceptibility Loci to Lipids in the Amish
2000	19	The Null Distribution of the Heterogeneity Lod Score (HLOD) Does Depend on the Assumed Genetic Model for the Trait
2000	19	Admixture Association in Genetic Epidemiology
2000	20	Adjusting for the Non-Independence of Pairs in the Conditional Logistic Model for Affected-Relative- Pair Linkage
2000	20	A New Hardy-Weinberg Disequilibrium Measure for Fine-Scale Genetic Mapping
2000	20	Measurement of Paraoxonase Phenotype is Required to Detect or Genotype Effects in Carotid Artery Disease
2000	21	The Score Statistic of the LD-LOD Analysis: Detecting Linkage Adaptive to Linkage Disequilibrium
2000	21	Ascertainment Corrections in Two-Phase Sampling Designs for Segregation and Linkage Analysis
2000	21	A Follow-Up Linkage Study Supports Evidence for a Bipolar Affective Disorder Locus on Chromosome 21q22
2000	22	Genetic Linkages to Human SLE in 126 Multiplex Pedigrees
2000	22	Stochastic Properties of p-values Associated With the Haseman-Elston Sib-Pair Linkage Test Under Alternative Hypotheses
2000	22	Single Nucleotide Polymorphisms (SNPs) in Alcohol Dehydrogenases and Risk of Oral Clefts in Humans: Different Effects of Maternal and Child Genotypes
2000	23	Testing Linkage Disequilibrium in Sibships Using Conditional Logistic Regression with Robust Variance Estimators
2000	23	Power of QTL Variance Component Linkage Analysis Methods
2000	23	Combinatorial Partitioning Reveals Interactive Effects of the and Polymorphisms on Plasma PAI-1 Levels
2000	24	Detecting Linkage in the Presence of Heterogeneity for Affected Sib-Pair Data
2000	24	A Multipoint NPL Regression Analysis of a Genome Scan Data Set in Systemic Lupus Erythematosus
2000	25	The Heterogeneity Lod Cannot be Used to Estimate the Population Proportion of Linked Families
2000	25	Statistical Methods for Human Nondisjunction Data
2000	25	A First Trial of Retrospective Collaboration for Positional Cloning in Complex Inheritance: Assay of the Cytokine Region on Chromosome 5 by the Consortium on Asthma Genetics (COAG)
2000	26	Heritability of Resting Metabolic Rate in a Lean Nigerian Population
2000	26	Power to Detect Linkage Using Sex-Averaged vs. Sex-Specific Lod Scores
2000	26	Transmission/Disequilibrium Strategy in Complex Traits
2000	27	A Major Locus Underlies the Inheritance of the Ratio FEV /FVC, Which is a Determinant of Airways Obstruction
2000	27	Genetics of Attention Deficit Hyperactivity Disorder: A Meta-Analysis
2000	27	Estimation of Linkage and Association from Allele Transmission (TDT) Data
2000	28	Prostate Cancer Study in African-American Population: Problems and Successful Strategies with Minority Recruitment
2000	28	Effects of Misspecification of Allele Frequencies on the Power of Haseman-Elston Sib-pair Linkage Method in Quantitative Trait Models
2000	28	Case/control Family Study Design to Investigate the Genetics of Autonomic Nervous System Dysfunction
2000	29	Evaluating Epistasis By Testing Change In Regression Slope Using Stratified Relative-Pair Analysis
2000	29	Genotype by Smoking Interaction for Leptin Levels in the San Antonio Family Heart Study
2000	29	Parent-of-Origin Effects of the Specific Response to Allergens in the French EGEA Study
2000	30	Familial Resemblance of Some Intermediate Phenotypes of Hypertension in Two U.S. Sub- Populations
2000	30	A Cellular Automata-Based Pattern Recognition Approach to Identifying Gene-Gene and Gene- Environment Interactions
2000	31	Clustering Methods Applied to the Allele-Sharing Data in an Alzheimer’s Disease and a Simulated Dataset
2000	31	Genotype Interacts with Glucose Tolerance Status to Influence Obesity Traits in American Indians: The Strong Heart Family Study
2000	31	Does Accounting for Gene-Environment (G E) Interaction Increase the Power to Detect the Main Effect of the Gene?
2000	32	Multipoint IBD Estimates for General Pedigrees
2000	32	A Quantitative Estimate of Individual Genetic Vulnerability for a Complex Trait: Application to Bipolar Illness
2000	32	Power of Genomewide Association Studies of Complex Disease Genes: Statistical Limitations of Direct and Indirect Approaches
2000	33	A Retrospective Collaboration on Chromosome 5 by the International Consortium on Asthma Genetics (COAG): Localization of a Novel Gene Regulating Lung Function to the 5q Cytokine Cluster
2000	33	Powerful LD Mapping with SNPs by Data Mining Methods
2000	34	Power to Reconstruct the Genotype of a Missing Individual
2000	34	Haseman and Elston Revisited: The Effects of Asertainment and Residual Familial Correlations on Power to Detect Linkage
2000	34	Locus Heterogeneity Based Upon Age of Diagnosis in Type 1 Diabetes
2000	35	A Genome Screen for Atopy
2000	35	Hierarchical Agglomerative Nesting of Gene Expression Levels from cDNA Microarrays
2000	35	Detection of High-Order Interactions Among Estrogen Metabolism Genes in Sporadic Breast Cancer
2000	36	Linkage Heterogeneity: Extending the Mixture Likelihood to Include Pedigree Covariates
2000	36	Confirmatory Evidence of Linkage to 7Q for Autism Based on Combined Analysis of Three Independent Data Sets
2000	37	The Relative Efficiency of Using Related Cases in Case-Control Studies of Candidate Genes
2000	37	Evaluating the Genetic Contribution to Change in Quantitative Traits: the Framingham Heart Study
2000	37	Conditional Predictive Ordinates for Generalized Linear Mixed Models Fitted to Censored Survival Phenotypes Using Gibbs Sampling
2000	38	A New Weighted Mean Proportion of Marker Alleles Identical by Descent Test for Linkage in Affected Sib Pairs
2000	38	The Effect of Non-Random Ascertainment on the Power of the Variance Components Method for Linkage Analysis
2000	38	agal Hypertonia: Mode of Inheritance and Relation with Sudden Infant Death Syndrome
2000	38	Ascertainment Bias in Family Studies for Estimating Gene-Environment Interaction Effects
2000	39	Multipoint Mapping of QTL in Arbitrary Pedigrees Accounting for Polygenic Effects
2000	39	The Effect of “Stoppage” on Segregation Ratio Estimation
2000	40	Genetic Epidemiology of Diabetes with Onset within One Year of Life
2000	40	The Effect of Allele Frequency Misspecification on Affected Sibpair Linkage Studies
2000	40	Meta Analysis of Relative Penetrance Rank Order Statistics with Application to HLA DR-DQ Genes and Type 1 Diabetes
2000	41	Affected Sibpair Linkage Analysis in Inbred Populations with Missing Parental Genotypes
2000	41	Summed vs. Averaged Lod Scores: Which Represents the True Evidence for Linkage Based on Multiple Independent Data Sets?
2000	41	Longitudinal Quantitative Genetic Analysis of Childhood Skeletal Maturation
2000	42	On the Maximization Procedure of the Heterogeneity LOD in GENEHUNTER
2000	42	Accuracy of the “Mendell-Elston” Approximation Depends on Pedigree Arrangement
2000	42	Algorithmic Improvements to Markov-Chain 121 Monte-Carlo Pedigree Analysis Genomic Adjustment for Population Stratification in Association Studies
2000	43	Multipoint Linkage Disequilibrium Fine-Scale Mapping of Quantitative Trait Locus
2000	43	Extent of Linkage Disequilibrium in Human Populations and Their Implication in SNP Mapping
2000	44	Physiological and Statistical Genetic Models of Epistasis
2000	44	Transmission/Disequilibrium Tests Using Multiple Tightly Linked Markers
2000	44	Linkage Disequilibrium Mapping Using Genotype Data
2000	45	Disease Causality of Missense Mutations: a Hierarchical Approach
2000	45	Linkage and Association Analysis of Angiotensin I- converting Enzyme (ACE) Gene Polymorphisms with ACE Activity and Blood Pressure
2000	45	Connection Between the Haseman-Elston Method and the Weighted Pairwise Correlation Statistic
2001	1	Distribution-Free Maximum Likelihood TDT for Quantitative Traits in Nuclear Families
2001	1	Joint Effects of HLA Loci in Causing Rheumatoid Arthritis
2001	2	A Comprehensive Model for Familial Breast Cancer Incorporating BRCA1, BRCA2 and Other Genes
2001	2	Linkage of Multiple Structural and Functional Cardiac Phenotypes to Chromosome 4: The HyperGEN Study
2001	2	Automated Versus One Model-at-a-Time Segregation analysis
2001	3	Breast and Ovarian Cancer Co-Incidence May Be a Marker of Heterogeneity in Hereditary Prostate Cancer
2001	3	A Genome-Wide Scan of Finnish Hereditary Prostate Cancer Families Identifies Chromosomes 11, X and Other Regions of Interest.
